"","Participant","Gender","Fit","Condition","Belonging","WomenContributeNorm","NotMakeFunNorm","ExcludeNorm","FriendlyNorm","GoodatMathNorm","TreatDifferentlyNorm","DefertoMenNorm","AskHelpNorm","Ratio","AverageFace"
"1","1","2","4","9","5","","","","","","","","",NA,NA
"2","1","2","6","12","5","","","","","","","","",NA,NA
"3","1","2","5","0","6","","","","","","","","",NA,NA
"4","1","2","6","3","7","","","","","","","","",NA,NA
"5","1","2","4","3","4","","","","","","","","",NA,NA
"6","1","2","7","0","6","","","","","","","","",NA,NA
"7","1","2","5","12","6","","","","","","","","",NA,NA
"8","1","2","4","9","3","","","","","","","","",NA,NA
"9","1","2","5","3","4","","","","","","","","",NA,NA
"10","1","2","4","12","3","","","","","","","","",NA,NA
"11","1","2","5","12","4","","","","","","","","",NA,NA
"12","1","2","3","3","3","","","","","","","","",NA,NA
"13","1","2","5","12","5","","","","","","","","",NA,NA
"14","1","2","8","6","8","","","","","","","","",NA,NA
"15","1","2","6","3","5","","","","","","","","",NA,NA
"17","1","2","6","6","5","","","","","","","","",NA,NA
"18","1","2","5","6","4","","","","","","","","",NA,NA
"19","1","2","5","9","7","","","","","","","","",NA,NA
"20","1","2","3","3","3","","","","","","","","",NA,NA
"21","1","2","4","0","4","","","","","","","","",NA,NA
"22","1","2","4","9","4","","","","","","","","",NA,NA
"23","1","2","6","0","6","","","","","","","","",NA,NA
"24","1","2","4","6","5","","","","","","","","",NA,NA
"25","1","2","5","9","4","","","","","","","","",NA,NA
"27","1","2","4","9","6","","","","","","","","",NA,NA
"29","1","2","5","0","4","","","","","","","","",NA,NA
"31","1","2","7","6","7","","","","","","","","",NA,NA
"34","1","2","6","12","7","","","","","","","","",NA,NA
"36","1","2","7","12","7","","","","","","","","",NA,NA
"38","1","2","5","9","5","","","","","","","","",NA,NA
"39","1","2","4","0","3","","","","","","","","",NA,NA
"41","1","2","5","9","6","","","","","","","","",NA,NA
"42","1","2","6","12","6","","","","","","","","",NA,NA
"43","1","2","7","0","7","","","","","","","","",NA,NA
"45","1","2","4","6","2","","","","","","","","",NA,NA
"46","1","2","5","6","6","","","","","","","","",NA,NA
"48","1","2","4","12","5","","","","","","","","",NA,NA
"50","1","2","6","0","5","","","","","","","","",NA,NA
"51","1","2","","12","","1","4","1","4","2","1","2","5",NA,NA
"52","1","2","","3","","6","5","3","6","6","1","2","6",NA,NA
"53","1","2","","12","","1","5","6","6","1","1","1","5",NA,NA
"54","1","2","","9","","2","6","1","6","3","3","2","6",NA,NA
"55","1","2","","9","","1","5","1","5","1","1","1","5",NA,NA
"56","1","2","","0","","6","5","1","5","6","6","2","5",NA,NA
"57","1","2","","12","","1","6","2","5","1","1","1","6",NA,NA
"58","1","2","","0","","7","6","1","6","6","1","1","6",NA,NA
"59","1","2","","9","","2","6","1","6","5","1","1","5",NA,NA
"60","1","2","","0","","5","6","1","6","6","2","2","5",NA,NA
"61","1","2","","12","","1","1","1","5","1","1","1","5",NA,NA
"62","1","2","","12","","1","5","1","5","1","1","1","6",NA,NA
"63","1","2","","9","","3","6","1","5","3","3","3","6",NA,NA
"64","1","2","","12","","1","6","2","5","1","1","1","5",NA,NA
"65","1","2","","6","","3","6","1","3","4","3","2","5",NA,NA
"66","1","2","","6","","3","6","1","5","5","3","2","5",NA,NA
"67","1","2","","6","","2","5","1","6","4","1","2","5",NA,NA
"68","1","2","","3","","4","5","1","6","2","2","2","6",NA,NA
"69","1","2","","3","","7","6","1","5","1","1","1","6",NA,NA
"70","1","2","","3","","5","6","1","5","3","4","1","6",NA,NA
"71","1","2","","6","","3","3","1","5","3","3","3","5",NA,NA
"72","1","2","","0","","6","4","1","5","6","4","6","5",NA,NA
"73","1","2","","6","","3","7","1","5","6","2","1","4",NA,NA
"74","1","2","","6","","6","6","1","6","5","1","1","5",NA,NA
"75","1","2","","9","","5","6","1","6","5","2","2","7",NA,NA
"76","1","2","","12","","1","6","1","6","1","1","1","6",NA,NA
"77","1","2","","3","","6","1","1","6","6","1","2","6",NA,NA
"78","1","2","","6","","7","7","1","6","6","2","3","7",NA,NA
"79","1","2","","9","","3","1","1","5","6","3","2","6",NA,NA
"80","1","2","","9","","2","3","1","5","2","2","2","5",NA,NA
"81","1","2","","12","","1","5","1","3","2","2","2","5",NA,NA
"82","1","2","","9","","1","6","1","6","1","1","1","6",NA,NA
"83","1","2","","3","","6","7","1","6","7","2","2","6",NA,NA
"85","1","2","","6","","4","5","1","6","5","1","1","5",NA,NA
"86","1","2","","0","","7","6","1","7","1","1","1","6",NA,NA
"87","1","2","","6","","7","7","1","7","6","5","1","7",NA,NA
"88","1","2","","9","","2","1","5","5","4","1","5","5",NA,NA
"89","1","2","","3","","2","1","1","7","6","2","2","6",NA,NA
"90","1","2","","3","","3","1","1","4","4","1","2","5",NA,NA
"91","1","2","","0","","6","1","1","5","5","2","1","5",NA,NA
"92","1","2","","9","","1","5","2","5","1","1","1","5",NA,NA
"93","1","2","","12","","2","5","3","5","2","2","2","6",NA,NA
"94","1","2","","0","","3","1","1","5","3","2","2","5",NA,NA
"95","1","2","","6","","3","5","1","5","3","3","2","5",NA,NA
"96","1","2","","3","","3","5","1","5","2","3","2","5",NA,NA
"98","1","2","","0","","7","6","1","6","1","1","1","5",NA,NA
"99","1","2","","3","","3","5","2","5","6","2","3","6",NA,NA
"100","1","2","","0","","7","1","1","6","7","1","1","6",NA,NA
"101","1","2","","9","","","","","","","","","",11,NA
"102","1","2","","6","","","","","","","","","",10,NA
"103","1","2","","3","","","","","","","","","",8,NA
"105","1","2","","9","","","","","","","","","",5,NA
"106","1","2","","12","","","","","","","","","",12,NA
"107","1","2","","0","","","","","","","","","",5,NA
"108","1","2","","0","","","","","","","","","",6,NA
"109","1","2","","9","","","","","","","","","",10,NA
"111","1","2","","6","","","","","","","","","",8,NA
"113","1","2","","3","","","","","","","","","",5,NA
"114","1","2","","12","","","","","","","","","",8,NA
"116","1","2","","6","","","","","","","","","",7,NA
"118","1","2","","6","","","","","","","","","",9,NA
"121","1","2","","12","","","","","","","","","",11,NA
"122","1","2","","3","","","","","","","","","",4,NA
"123","1","2","","9","","","","","","","","","",7,NA
"126","1","2","","6","","","","","","","","","",6,NA
"128","1","2","","3","","","","","","","","","",3,NA
"132","1","2","","3","","","","","","","","","",7,NA
"133","1","2","","9","","","","","","","","","",9,NA
"134","1","2","","6","","","","","","","","","",5,NA
"138","1","2","","12","","","","","","","","","",6,NA
"139","1","2","","12","","","","","","","","","",10,NA
"140","1","2","","0","","","","","","","","","",4,NA
"141","1","2","","9","","","","","","","","","",8,NA
"143","1","2","","3","","","","","","","","","",6,NA
"144","1","2","","12","","","","","","","","","",13,NA
"145","1","2","","3","","","","","","","","","",9,NA
"147","1","2","","12","","","","","","","","","",9,NA
"149","1","2","","12","","","","","","","","","",7,NA
"151","1","2","","6","","","","","","","","","",NA,10
"152","1","2","","9","","","","","","","","","",NA,11
"153","1","2","","12","","","","","","","","","",NA,6
"154","1","2","","6","","","","","","","","","",NA,8
"155","1","2","","12","","","","","","","","","",NA,7
"156","1","2","","9","","","","","","","","","",NA,7
"158","1","2","","0","","","","","","","","","",NA,7
"159","1","2","","3","","","","","","","","","",NA,6
"160","1","2","","12","","","","","","","","","",NA,14
"161","1","2","","12","","","","","","","","","",NA,11
"162","1","2","","3","","","","","","","","","",NA,8
"163","1","2","","6","","","","","","","","","",NA,12
"164","1","2","","0","","","","","","","","","",NA,8
"165","1","2","","12","","","","","","","","","",NA,8
"166","1","2","","0","","","","","","","","","",NA,9
"168","1","2","","3","","","","","","","","","",NA,9
"171","1","2","","3","","","","","","","","","",NA,12
"173","1","2","","9","","","","","","","","","",NA,13
"174","1","2","","3","","","","","","","","","",NA,10
"175","1","2","","9","","","","","","","","","",NA,10
"180","1","2","","12","","","","","","","","","",NA,12
"181","1","2","","9","","","","","","","","","",NA,9
"188","1","2","","3","","","","","","","","","",NA,7
"190","1","2","","0","","","","","","","","","",NA,6
"191","1","2","","6","","","","","","","","","",NA,7
"193","1","2","","6","","","","","","","","","",NA,11
"195","1","2","","0","","","","","","","","","",NA,5
"196","1","2","","9","","","","","","","","","",NA,8
"199","1","2","","12","","","","","","","","","",NA,9
"200","1","2","","6","","","","","","","","","",NA,9
"601","4","2","7","0","6","","","","","","","","",NA,NA
"602","4","2","5","0","6","","","","","","","","",NA,NA
"603","4","2","4","12","3","","","","","","","","",NA,NA
"604","4","2","5","6","5","","","","","","","","",NA,NA
"607","4","2","7","3","7","","","","","","","","",NA,NA
"608","4","2","4","9","3","","","","","","","","",NA,NA
"610","4","2","6","3","7","","","","","","","","",NA,NA
"611","4","2","4","6","3","","","","","","","","",NA,NA
"612","4","2","4","3","5","","","","","","","","",NA,NA
"613","4","2","5","12","3","","","","","","","","",NA,NA
"614","4","2","6","9","5","","","","","","","","",NA,NA
"616","4","2","5","3","4","","","","","","","","",NA,NA
"619","4","2","6","9","6","","","","","","","","",NA,NA
"620","4","2","4","9","4","","","","","","","","",NA,NA
"621","4","2","5","3","5","","","","","","","","",NA,NA
"623","4","2","6","3","6","","","","","","","","",NA,NA
"624","4","2","4","6","4","","","","","","","","",NA,NA
"626","4","2","6","0","5","","","","","","","","",NA,NA
"629","4","2","4","6","5","","","","","","","","",NA,NA
"632","4","2","6","6","6","","","","","","","","",NA,NA
"633","4","2","4","9","2","","","","","","","","",NA,NA
"634","4","2","7","0","7","","","","","","","","",NA,NA
"637","4","2","6","0","7","","","","","","","","",NA,NA
"640","4","2","5","6","6","","","","","","","","",NA,NA
"645","4","2","7","9","6","","","","","","","","",NA,NA
"646","4","2","5","9","5","","","","","","","","",NA,NA
"650","4","2","5","9","3","","","","","","","","",NA,NA
"651","4","2","","3","","4","6","2","6","4","4","4","4",NA,NA
"652","4","2","","0","","6","6","2","6","6","2","2","6",NA,NA
"653","4","2","","9","","2","3","3","5","3","4","4","2",NA,NA
"654","4","2","","6","","5","5","3","5","5","3","3","5",NA,NA
"655","4","2","","0","","7","5","2","5","6","2","2","5",NA,NA
"656","4","2","","12","","2","6","2","4","2","5","2","2",NA,NA
"657","4","2","","9","","4","6","2","6","4","4","3","3",NA,NA
"658","4","2","","9","","4","6","2","6","4","4","4","4",NA,NA
"659","4","2","","0","","6","6","2","6","6","2","3","6",NA,NA
"661","4","2","","6","","4","6","2","6","4","3","4","2",NA,NA
"663","4","2","","3","","5","2","2","6","4","4","2","4",NA,NA
"664","4","2","","9","","3","6","2","6","4","4","5","3",NA,NA
"665","4","2","","12","","3","6","2","6","4","4","4","3",NA,NA
"666","4","2","","12","","4","6","2","6","2","5","4","2",NA,NA
"667","4","2","","6","","3","6","2","6","4","4","3","3",NA,NA
"668","4","2","","6","","3","6","2","6","3","3","4","2",NA,NA
"669","4","2","","12","","3","6","2","6","3","3","4","2",NA,NA
"670","4","2","","3","","4","6","2","6","3","3","2","4",NA,NA
"671","4","2","","6","","3","6","2","3","3","2","3","3",NA,NA
"672","4","2","","3","","6","6","2","6","6","2","2","6",NA,NA
"673","4","2","","12","","4","7","2","6","3","4","5","3",NA,NA
"674","4","2","","9","","4","6","2","6","3","4","3","3",NA,NA
"675","4","2","","9","","3","6","2","6","3","4","4","4",NA,NA
"677","4","2","","3","","4","6","2","6","4","3","4","4",NA,NA
"678","4","2","","12","","3","6","2","6","6","3","3","5",NA,NA
"679","4","2","","9","","3","6","2","6","3","4","5","3",NA,NA
"680","4","2","","9","","6","6","2","6","5","3","2","5",NA,NA
"681","4","2","","9","","3","6","2","6","3","3","4","3",NA,NA
"682","4","2","","6","","4","6","2","6","4","4","4","4",NA,NA
"685","4","2","","0","","4","6","2","6","4","4","4","2",NA,NA
"686","4","2","","12","","4","6","6","6","4","3","4","3",NA,NA
"687","4","2","","6","","6","6","2","4","4","4","2","6",NA,NA
"688","4","2","","6","","4","6","3","6","4","4","3","3",NA,NA
"689","4","2","","9","","3","5","3","5","4","2","3","4",NA,NA
"690","4","2","","0","","7","6","1","7","6","1","1","6",NA,NA
"691","4","2","","3","","4","6","1","6","4","2","2","6",NA,NA
"692","4","2","","3","","7","5","2","7","7","2","2","7",NA,NA
"693","4","2","","6","","4","6","2","6","4","2","2","4",NA,NA
"694","4","2","","12","","3","5","2","6","3","4","4","2",NA,NA
"695","4","2","","6","","3","6","1","5","3","3","3","3",NA,NA
"696","4","2","","0","","6","6","2","6","7","2","1","5",NA,NA
"697","4","2","","12","","3","5","2","5","3","4","3","2",NA,NA
"698","4","2","","12","","2","5","3","5","2","2","4","2",NA,NA
"699","4","2","","3","","5","5","2","6","6","3","2","5",NA,NA
"700","4","2","","0","","6","6","2","6","6","4","2","6",NA,NA
"701","4","2","","6","","","","","","","","","",2,NA
"702","4","2","","12","","","","","","","","","",13,NA
"703","4","2","","12","","","","","","","","","",11,NA
"704","4","2","","9","","","","","","","","","",6,NA
"705","4","2","","9","","","","","","","","","",12,NA
"707","4","2","","0","","","","","","","","","",5,NA
"708","4","2","","6","","","","","","","","","",9,NA
"710","4","2","","0","","","","","","","","","",1,NA
"711","4","2","","3","","","","","","","","","",8,NA
"712","4","2","","9","","","","","","","","","",10,NA
"716","4","2","","3","","","","","","","","","",1,NA
"718","4","2","","9","","","","","","","","","",7,NA
"723","4","2","","6","","","","","","","","","",7,NA
"724","4","2","","3","","","","","","","","","",6,NA
"727","4","2","","6","","","","","","","","","",3,NA
"730","4","2","","0","","","","","","","","","",7,NA
"731","4","2","","6","","","","","","","","","",8,NA
"732","4","2","","9","","","","","","","","","",9,NA
"733","4","2","","12","","","","","","","","","",10,NA
"734","4","2","","3","","","","","","","","","",5,NA
"735","4","2","","0","","","","","","","","","",3,NA
"736","4","2","","3","","","","","","","","","",7,NA
"742","4","2","","12","","","","","","","","","",9,NA
"744","4","2","","9","","","","","","","","","",11,NA
"751","4","2","","6","","","","","","","","","",NA,11
"752","4","2","","3","","","","","","","","","",NA,5
"753","4","2","","0","","","","","","","","","",NA,7
"754","4","2","","12","","","","","","","","","",NA,15
"755","4","2","","0","","","","","","","","","",NA,6
"756","4","2","","6","","","","","","","","","",NA,5
"758","4","2","","12","","","","","","","","","",NA,13
"759","4","2","","6","","","","","","","","","",NA,12
"760","4","2","","9","","","","","","","","","",NA,9
"762","4","2","","0","","","","","","","","","",NA,5
"763","4","2","","6","","","","","","","","","",NA,9
"764","4","2","","12","","","","","","","","","",NA,14
"765","4","2","","9","","","","","","","","","",NA,10
"766","4","2","","12","","","","","","","","","",NA,17
"768","4","2","","6","","","","","","","","","",NA,8
"769","4","2","","9","","","","","","","","","",NA,21
"771","4","2","","3","","","","","","","","","",NA,9
"772","4","2","","9","","","","","","","","","",NA,11
"774","4","2","","9","","","","","","","","","",NA,12
"776","4","2","","3","","","","","","","","","",NA,6
"782","4","2","","3","","","","","","","","","",NA,11
"783","4","2","","6","","","","","","","","","",NA,20
"784","4","2","","3","","","","","","","","","",NA,15
"785","4","2","","9","","","","","","","","","",NA,14
"786","4","2","","0","","","","","","","","","",NA,9
"787","4","2","","6","","","","","","","","","",NA,17
"790","4","2","","12","","","","","","","","","",NA,16
"791","4","2","","9","","","","","","","","","",NA,13
"792","4","2","","6","","","","","","","","","",NA,10
"795","4","2","","9","","","","","","","","","",NA,8
"1124","7","2","1","9","1","","","","","","","","",NA,NA
"212","7","2","2","9","2","","","","","","","","",NA,NA
"311","7","2","2","12","3","","","","","","","","",NA,NA
"410","7","2","2","12","2","","","","","","","","",NA,NA
"510","7","2","3","0","3","","","","","","","","",NA,NA
"6100","7","2","3","9","2","","","","","","","","",NA,NA
"812","7","2","5","0","5","","","","","","","","",NA,NA
"931","7","2","3","9","3","","","","","","","","",NA,NA
"10100","7","2","4","0","4","","","","","","","","",NA,NA
"1128","7","2","3","3","3","","","","","","","","",NA,NA
"1239","7","2","3","3","2","","","","","","","","",NA,NA
"1320","7","2","4","3","3","","","","","","","","",NA,NA
"1516","7","2","2","6","3","","","","","","","","",NA,NA
"1810","7","2","5","3","4","","","","","","","","",NA,NA
"1917","7","2","4","6","4","","","","","","","","",NA,NA
"20100","7","2","3","6","3","","","","","","","","",NA,NA
"232","7","2","3","9","4","","","","","","","","",NA,NA
"26","7","2","4","3","4","","","","","","","","",NA,NA
"28","7","2","2","3","2","","","","","","","","",NA,NA
"2921","7","2","5","9","4","","","","","","","","",NA,NA
"342","7","2","5","3","5","","","","","","","","",NA,NA
"35","7","2","1","12","1","","","","","","","","",NA,NA
"361","7","2","4","6","3","","","","","","","","",NA,NA
"40","7","2","4","9","4","","","","","","","","",NA,NA
"451","7","2","5","6","4","","","","","","","","",NA,NA
"49","7","2","2","9","3","","","","","","","","",NA,NA
"511","7","2","","6","","4","5","5","5","3","5","4","3",NA,NA
"521","7","2","","0","","6","6","2","6","5","3","2","6",NA,NA
"531","7","2","","3","","5","5","4","5","5","3","3","5",NA,NA
"541","7","2","","6","","5","5","5","5","4","3","3","5",NA,NA
"551","7","2","","6","","4","4","4","5","4","3","2","4",NA,NA
"561","7","2","","3","","6","6","2","6","6","2","2","6",NA,NA
"571","7","2","","12","","5","4","3","5","5","5","2","5",NA,NA
"581","7","2","","12","","4","5","4","4","4","4","3","4",NA,NA
"591","7","2","","0","","5","6","4","6","5","3","1","6",NA,NA
"6010","7","2","","9","","4","3","5","4","4","4","4","5",NA,NA
"6110","7","2","","6","","4","3","4","5","4","4","2","5",NA,NA
"6210","7","2","","3","","5","5","3","5","4","4","2","5",NA,NA
"6310","7","2","","9","","5","4","3","5","5","4","2","4",NA,NA
"6410","7","2","","12","","5","4","5","5","4","3","2","5",NA,NA
"6510","7","2","","3","","6","5","2","6","6","2","2","5",NA,NA
"6610","7","2","","9","","4","4","4","5","4","4","3","5",NA,NA
"6710","7","2","","9","","5","5","3","5","4","3","2","5",NA,NA
"6810","7","2","","6","","5","5","4","5","5","4","3","5",NA,NA
"6910","7","2","","9","","5","6","3","6","5","2","2","6",NA,NA
"7010","7","2","","6","","3","3","5","4","3","4","5","4",NA,NA
"7110","7","2","","6","","5","5","4","5","4","2","2","6",NA,NA
"7210","7","2","","6","","5","6","4","4","4","3","4","5",NA,NA
"7310","7","2","","3","","5","6","2","6","5","2","2","6",NA,NA
"7410","7","2","","3","","5","6","2","6","5","3","2","6",NA,NA
"7510","7","2","","3","","5","4","2","5","5","3","2","6",NA,NA
"7610","7","2","","12","","3","5","5","5","3","5","5","4",NA,NA
"7710","7","2","","12","","3","5","5","5","3","5","5","6",NA,NA
"7810","7","2","","0","","6","6","4","5","5","2","2","5",NA,NA
"7910","7","2","","6","","5","5","2","5","5","3","3","6",NA,NA
"8010","7","2","","9","","5","5","4","5","5","3","3","5",NA,NA
"8110","7","2","","12","","4","5","3","5","6","4","3","5",NA,NA
"824","7","2","","12","","3","4","4","3","3","5","3","4",NA,NA
"832","7","2","","9","","5","5","2","6","5","3","2","5",NA,NA
"84","7","2","","3","","4","4","4","5","4","3","3","4",NA,NA
"8510","7","2","","0","","4","2","6","3","3","5","4","4",NA,NA
"8610","7","2","","0","","5","5","4","5","5","2","2","6",NA,NA
"8710","7","2","","0","","4","5","3","4","4","2","2","5",NA,NA
"8810","7","2","","12","","5","5","4","6","4","3","2","4",NA,NA
"8910","7","2","","0","","4","4","4","5","5","3","2","6",NA,NA
"9010","7","2","","3","","5","5","4","5","4","5","2","5",NA,NA
"9110","7","2","","12","","3","4","3","4","4","3","3","5",NA,NA
"9210","7","2","","0","","5","4","5","5","5","3","3","5",NA,NA
"9310","7","2","","9","","4","4","5","3","4","5","3","5",NA,NA
"941","7","2","","3","","4","3","5","4","4","5","4","4",NA,NA
"955","7","2","","9","","5","6","4","5","4","2","2","6",NA,NA
"965","7","2","","0","","6","6","4","6","5","2","2","5",NA,NA
"97","7","2","","6","","5","6","2","6","5","2","2","6",NA,NA
"986","7","2","","9","","3","4","4","5","4","5","4","5",NA,NA
"991","7","2","","12","","5","4","5","5","4","2","4","6",NA,NA
"10010","7","2","","0","","6","6","2","6","5","2","2","6",NA,NA
"10110","7","2","","6","","","","","","","","","",7,NA
"10210","7","2","","3","","","","","","","","","",5,NA
"10310","7","2","","3","","","","","","","","","",7,NA
"104","7","2","","9","","","","","","","","","",6,NA
"10510","7","2","","6","","","","","","","","","",6,NA
"10610","7","2","","12","","","","","","","","","",8,NA
"10710","7","2","","9","","","","","","","","","",7,NA
"112","7","2","","9","","","","","","","","","",8,NA
"1135","7","2","","9","","","","","","","","","",9,NA
"115","7","2","","6","","","","","","","","","",5,NA
"1162","7","2","","12","","","","","","","","","",9,NA
"1189","7","2","","0","","","","","","","","","",5,NA
"12210","7","2","","12","","","","","","","","","",4,NA
"12310","7","2","","0","","","","","","","","","",6,NA
"124","7","2","","3","","","","","","","","","",6,NA
"125","7","2","","12","","","","","","","","","",7,NA
"131","7","2","","0","","","","","","","","","",4,NA
"1381","7","2","","0","","","","","","","","","",7,NA
"1431","7","2","","12","","","","","","","","","",6,NA
"14510","7","2","","3","","","","","","","","","",4,NA
"15110","7","2","","0","","","","","","","","","",NA,6
"1521","7","2","","12","","","","","","","","","",NA,5
"1532","7","2","","0","","","","","","","","","",NA,4
"15510","7","2","","0","","","","","","","","","",NA,5
"15610","7","2","","6","","","","","","","","","",NA,6
"157","7","2","","12","","","","","","","","","",NA,7
"1599","7","2","","9","","","","","","","","","",NA,6
"1628","7","2","","3","","","","","","","","","",NA,6
"16310","7","2","","3","","","","","","","","","",NA,7
"16810","7","2","","0","","","","","","","","","",NA,8
"17110","7","2","","6","","","","","","","","","",NA,5
"1738","7","2","","9","","","","","","","","","",NA,7
"1743","7","2","","6","","","","","","","","","",NA,4
"17510","7","2","","9","","","","","","","","","",NA,8
"1807","7","2","","12","","","","","","","","","",NA,4
"185","7","2","","9","","","","","","","","","",NA,4
"186","7","2","","3","","","","","","","","","",NA,4
"1934","7","2","","6","","","","","","","","","",NA,8
"19610","7","2","","12","","","","","","","","","",NA,8
"20010","7","2","","3","","","","","","","","","",NA,5
"1001","10","2","5","12","5","","","","","","","","",NA,NA
"1002","10","2","5","9","5","","","","","","","","",NA,NA
"1003","10","2","5","0","5","","","","","","","","",NA,NA
"1004","10","2","5","3","5","","","","","","","","",NA,NA
"1005","10","2","4","12","4","","","","","","","","",NA,NA
"1007","10","2","5","3","5","","","","","","","","",NA,NA
"1009","10","2","6","0","6","","","","","","","","",NA,NA
"1012","10","2","4","6","4","","","","","","","","",NA,NA
"1013","10","2","4","0","4","","","","","","","","",NA,NA
"1014","10","2","4","9","4","","","","","","","","",NA,NA
"1018","10","2","6","3","6","","","","","","","","",NA,NA
"1020","10","2","4","3","4","","","","","","","","",NA,NA
"1021","10","2","6","9","6","","","","","","","","",NA,NA
"1026","10","2","5","0","5","","","","","","","","",NA,NA
"1027","10","2","5","6","5","","","","","","","","",NA,NA
"1033","10","2","6","12","6","","","","","","","","",NA,NA
"1034","10","2","4","12","4","","","","","","","","",NA,NA
"1036","10","2","6","0","6","","","","","","","","",NA,NA
"1039","10","2","6","6","6","","","","","","","","",NA,NA
"1051","10","2","","12","","6","6","2","6","6","2","2","6",NA,NA
"1052","10","2","","9","","6","6","2","6","6","2","2","6",NA,NA
"1053","10","2","","9","","6","7","3","6","6","3","3","6",NA,NA
"1054","10","2","","6","","5","5","3","6","5","3","3","5",NA,NA
"1055","10","2","","6","","6","6","3","6","6","3","3","6",NA,NA
"1056","10","2","","12","","6","2","2","6","6","2","2","6",NA,NA
"1057","10","2","","3","","6","6","2","6","6","2","2","6",NA,NA
"1058","10","2","","0","","6","6","2","6","6","2","2","6",NA,NA
"1061","10","2","","6","","6","6","2","6","6","2","2","6",NA,NA
"1063","10","2","","12","","6","6","3","6","6","3","3","6",NA,NA
"1064","10","2","","9","","6","6","3","6","6","3","3","6",NA,NA
"1066","10","2","","0","","6","6","3","6","6","3","3","6",NA,NA
"1070","10","2","","3","","6","6","3","6","6","3","3","6",NA,NA
"1078","10","2","","6","","6","3","3","6","6","3","3","6",NA,NA
"1079","10","2","","3","","6","6","3","6","3","3","3","6",NA,NA
"1081","10","2","","6","","6","6","3","6","6","3","2","6",NA,NA
"1083","10","2","","3","","6","6","2","6","6","2","6","6",NA,NA
"1087","10","2","","9","","6","2","2","6","6","2","2","6",NA,NA
"1091","10","2","","9","","6","3","3","6","6","3","3","6",NA,NA
"1093","10","2","","9","","6","6","6","6","6","3","3","6",NA,NA
"1095","10","2","","3","","6","3","3","6","6","3","3","6",NA,NA
"1101","10","2","","12","","","","","","","","","",9,NA
"1102","10","2","","12","","","","","","","","","",10,NA
"1103","10","2","","0","","","","","","","","","",7,NA
"1104","10","2","","0","","","","","","","","","",5,NA
"1106","10","2","","6","","","","","","","","","",7,NA
"1107","10","2","","3","","","","","","","","","",7,NA
"1108","10","2","","6","","","","","","","","","",5,NA
"1109","10","2","","3","","","","","","","","","",5,NA
"1111","10","2","","9","","","","","","","","","",7,NA
"1113","10","2","","6","","","","","","","","","",6,NA
"1118","10","2","","9","","","","","","","","","",9,NA
"1120","10","2","","3","","","","","","","","","",4,NA
"1122","10","2","","12","","","","","","","","","",8,NA
"1123","10","2","","3","","","","","","","","","",6,NA
"1132","10","2","","9","","","","","","","","","",8,NA
"1140","10","2","","6","","","","","","","","","",8,NA
"1148","10","2","","12","","","","","","","","","",7,NA
"1151","10","2","","0","","","","","","","","","",NA,7
"1152","10","2","","9","","","","","","","","","",NA,7
"1157","10","2","","12","","","","","","","","","",NA,7
"1158","10","2","","6","","","","","","","","","",NA,7
"1159","10","2","","3","","","","","","","","","",NA,7
"1172","10","2","","12","","","","","","","","","",NA,10
"1173","10","2","","9","","","","","","","","","",NA,5
"1174","10","2","","6","","","","","","","","","",NA,6
"1175","10","2","","0","","","","","","","","","",NA,6
"1178","10","2","","9","","","","","","","","","",NA,8
"1179","10","2","","0","","","","","","","","","",NA,8
"1601","13","2","2","6","1","","","","","","","","",NA,NA
"1602","13","2","2","9","1","","","","","","","","",NA,NA
"1604","13","2","1","12","1","","","","","","","","",NA,NA
"1605","13","2","4","0","1","","","","","","","","",NA,NA
"1606","13","2","1","3","1","","","","","","","","",NA,NA
"1607","13","2","2","12","1","","","","","","","","",NA,NA
"1608","13","2","6","0","1","","","","","","","","",NA,NA
"1609","13","2","1","9","2","","","","","","","","",NA,NA
"1611","13","2","4","3","1","","","","","","","","",NA,NA
"1612","13","2","3","0","1","","","","","","","","",NA,NA
"1614","13","2","1","3","4","","","","","","","","",NA,NA
"1615","13","2","4","6","1","","","","","","","","",NA,NA
"1616","13","2","5","0","1","","","","","","","","",NA,NA
"1617","13","2","1","9","1","","","","","","","","",NA,NA
"1618","13","2","3","9","1","","","","","","","","",NA,NA
"1622","13","2","4","12","1","","","","","","","","",NA,NA
"1625","13","2","1","6","1","","","","","","","","",NA,NA
"1626","13","2","3","12","1","","","","","","","","",NA,NA
"1627","13","2","3","3","1","","","","","","","","",NA,NA
"1630","13","2","3","6","1","","","","","","","","",NA,NA
"1632","13","2","8","0","1","","","","","","","","",NA,NA
"1636","13","2","1","6","2","","","","","","","","",NA,NA
"1642","13","2","2","3","2","","","","","","","","",NA,NA
"1645","13","2","4","9","1","","","","","","","","",NA,NA
"1649","13","2","1","3","2","","","","","","","","",NA,NA
"1650","13","2","1","12","2","","","","","","","","",NA,NA
"1651","13","2","","9","","6","5","2","3","6","5","4","7",NA,NA
"1652","13","2","","12","","2","7","1","7","1","1","1","7",NA,NA
"1653","13","2","","6","","4","7","1","7","4","1","1","7",NA,NA
"1654","13","2","","6","","4","7","1","7","3","1","1","7",NA,NA
"1655","13","2","","12","","7","3","4","2","4","6","2","6",NA,NA
"1656","13","2","","3","","4","7","6","1","2","3","3","5",NA,NA
"1657","13","2","","9","","2","7","1","7","1","1","1","7",NA,NA
