"","Participant","Gender","Fit","Condition","Belonging","WomenContributeNorm","NotMakeFunNorm","ExcludeNorm","FriendlyNorm","GoodatMathNorm","TreatDifferentlyNorm","DefertoMenNorm","AskHelpNorm","Ratio","AverageFace"
"23031","41","2","","3","","","","","","","","","",5,NA
"23041","41","2","","6","","","","","","","","","",6,NA
"23051","41","2","","3","","","","","","","","","",9,NA
"23061","41","2","","6","","","","","","","","","",5,NA
"23071","41","2","","6","","","","","","","","","",9,NA
"2308","41","2","","9","","","","","","","","","",10,NA
"23091","41","2","","6","","","","","","","","","",7,NA
"2310","41","2","","3","","","","","","","","","",8,NA
"23121","41","2","","3","","","","","","","","","",6,NA
"2313","41","2","","9","","","","","","","","","",8,NA
"2314","41","2","","0","","","","","","","","","",4,NA
"23161","41","2","","12","","","","","","","","","",11,NA
"2317","41","2","","0","","","","","","","","","",6,NA
"23191","41","2","","9","","","","","","","","","",7,NA
"2323","41","2","","6","","","","","","","","","",8,NA
"23241","41","2","","12","","","","","","","","","",10,NA
"2325","41","2","","12","","","","","","","","","",12,NA
"23261","41","2","","3","","","","","","","","","",7,NA
"2329","41","2","","0","","","","","","","","","",5,NA
"2330","41","2","","12","","","","","","","","","",13,NA
"2332","41","2","","6","","","","","","","","","",10,NA
"23381","41","2","","0","","","","","","","","","",3,NA
"2341","41","2","","3","","","","","","","","","",2,NA
"2345","41","2","","9","","","","","","","","","",5,NA
"23511","41","2","","0","","","","","","","","","",NA,6
"23521","41","2","","3","","","","","","","","","",NA,8
"23531","41","2","","3","","","","","","","","","",NA,7
"23541","41","2","","0","","","","","","","","","",NA,9
"23551","41","2","","9","","","","","","","","","",NA,7
"23561","41","2","","3","","","","","","","","","",NA,9
"23571","41","2","","9","","","","","","","","","",NA,9
"2358","41","2","","3","","","","","","","","","",NA,5
"2359","41","2","","0","","","","","","","","","",NA,3
"23601","41","2","","6","","","","","","","","","",NA,4
"23611","41","2","","12","","","","","","","","","",NA,13
"23621","41","2","","3","","","","","","","","","",NA,11
"2363","41","2","","9","","","","","","","","","",NA,10
"23661","41","2","","12","","","","","","","","","",NA,12
"23691","41","2","","6","","","","","","","","","",NA,9
"2370","41","2","","12","","","","","","","","","",NA,14
"2371","41","2","","0","","","","","","","","","",NA,4
"23721","41","2","","9","","","","","","","","","",NA,11
"2374","41","2","","9","","","","","","","","","",NA,13
"2379","41","2","","6","","","","","","","","","",NA,11
"23801","41","2","","12","","","","","","","","","",NA,15
"2383","41","2","","6","","","","","","","","","",NA,10
"2384","41","2","","3","","","","","","","","","",NA,10
"23871","41","2","","0","","","","","","","","","",NA,7
"2391","41","2","","12","","","","","","","","","",NA,11
"2392","41","2","","6","","","","","","","","","",NA,7
"2397","41","2","","6","","","","","","","","","",NA,8
"3601","43","2","5","3","4","","","","","","","","",NA,NA
"3602","43","2","1","12","1","","","","","","","","",NA,NA
"3603","43","2","1","9","1","","","","","","","","",NA,NA
"3604","43","2","1","9","3","","","","","","","","",NA,NA
"3605","43","2","7","0","6","","","","","","","","",NA,NA
"3606","43","2","4","6","4","","","","","","","","",NA,NA
"3607","43","2","1","6","2","","","","","","","","",NA,NA
"3608","43","2","6","0","5","","","","","","","","",NA,NA
"3610","43","2","2","6","2","","","","","","","","",NA,NA
"3611","43","2","3","0","4","","","","","","","","",NA,NA
"3612","43","2","6","6","5","","","","","","","","",NA,NA
"3614","43","2","2","9","2","","","","","","","","",NA,NA
"3615","43","2","1","6","1","","","","","","","","",NA,NA
"3616","43","2","6","3","5","","","","","","","","",NA,NA
"3617","43","2","4","9","3","","","","","","","","",NA,NA
"3618","43","2","5","0","4","","","","","","","","",NA,NA
"3619","43","2","8","3","7","","","","","","","","",NA,NA
"3622","43","2","4","0","5","","","","","","","","",NA,NA
"3625","43","2","4","3","7","","","","","","","","",NA,NA
"3626","43","2","1","9","4","","","","","","","","",NA,NA
"3627","43","2","3","6","2","","","","","","","","",NA,NA
"3628","43","2","2","3","2","","","","","","","","",NA,NA
"3629","43","2","6","9","5","","","","","","","","",NA,NA
"3633","43","2","2","3","3","","","","","","","","",NA,NA
"3634","43","2","9","3","7","","","","","","","","",NA,NA
"3635","43","2","8","0","7","","","","","","","","",NA,NA
"3636","43","2","4","6","3","","","","","","","","",NA,NA
"3637","43","2","8","0","6","","","","","","","","",NA,NA
"3638","43","2","1","9","2","","","","","","","","",NA,NA
"3639","43","2","5","6","6","","","","","","","","",NA,NA
"3640","43","2","2","6","3","","","","","","","","",NA,NA
"3641","43","2","7","3","6","","","","","","","","",NA,NA
"3644","43","2","5","3","6","","","","","","","","",NA,NA
"3651","43","2","","3","","4","3","5","6","4","4","4","4",NA,NA
"3652","43","2","","9","","1","1","3","3","5","3","6","3",NA,NA
"3653","43","2","","9","","5","5","5","4","4","3","2","4",NA,NA
"3654","43","2","","0","","7","6","3","6","3","5","1","7",NA,NA
"3655","43","2","","12","","1","3","5","3","1","1","5","4",NA,NA
"3656","43","2","","0","","5","4","5","5","3","3","3","4",NA,NA
"3657","43","2","","6","","7","5","4","6","1","4","1","6",NA,NA
"3658","43","2","","6","","3","4","4","5","4","4","4","5",NA,NA
"3659","43","2","","3","","3","3","4","5","4","4","3","4",NA,NA
"3660","43","2","","12","","1","3","3","4","5","2","5","4",NA,NA
"3661","43","2","","12","","3","3","5","3","5","5","5","3",NA,NA
"3662","43","2","","0","","7","5","3","5","5","5","3","5",NA,NA
"3663","43","2","","6","","4","4","4","4","4","4","4","4",NA,NA
"3664","43","2","","3","","5","5","3","5","3","5","3","5",NA,NA
"3665","43","2","","12","","4","4","4","4","4","4","4","4",NA,NA
"3666","43","2","","6","","4","4","4","4","4","4","4","4",NA,NA
"3667","43","2","","9","","5","4","5","5","3","3","3","4",NA,NA
"3668","43","2","","9","","5","5","4","5","3","4","3","5",NA,NA
"3669","43","2","","12","","5","4","4","5","3","3","3","4",NA,NA
"3670","43","2","","3","","5","5","4","5","3","3","3","4",NA,NA
"3671","43","2","","6","","7","6","4","6","1","4","1","6",NA,NA
"3672","43","2","","0","","4","4","5","4","3","4","4","5",NA,NA
"3674","43","2","","6","","5","4","5","5","3","2","2","4",NA,NA
"3675","43","2","","9","","4","4","4","4","4","4","4","4",NA,NA
"3676","43","2","","12","","1","3","5","2","5","4","5","4",NA,NA
"3677","43","2","","3","","4","3","4","4","3","3","4","4",NA,NA
"3678","43","2","","0","","7","4","4","5","1","5","1","5",NA,NA
"3679","43","2","","6","","4","5","4","5","4","3","3","4",NA,NA
"3680","43","2","","12","","1","3","3","3","5","5","5","3",NA,NA
"3681","43","2","","3","","4","3","5","4","3","5","4","5",NA,NA
"3682","43","2","","9","","5","4","4","4","4","4","3","5",NA,NA
"3683","43","2","","9","","3","4","4","4","3","3","3","4",NA,NA
"3684","43","2","","9","","4","3","4","4","3","3","3","5",NA,NA
"3685","43","2","","12","","3","3","5","3","3","3","5","3",NA,NA
"3686","43","2","","3","","5","5","4","5","3","5","3","5",NA,NA
"3687","43","2","","12","","3","3","4","3","3","3","4","3",NA,NA
"3688","43","2","","6","","5","5","5","5","3","5","3","5",NA,NA
"3689","43","2","","6","","7","5","5","6","2","5","1","6",NA,NA
"3690","43","2","","0","","4","4","4","5","3","5","4","4",NA,NA
"3691","43","2","","0","","7","6","4","7","1","4","3","6",NA,NA
"3692","43","2","","9","","4","4","5","6","3","5","4","6",NA,NA
"3693","43","2","","6","","5","4","4","5","3","3","3","4",NA,NA
"3694","43","2","","3","","4","4","4","7","3","1","3","7",NA,NA
"3695","43","2","","3","","4","4","4","7","3","3","1","4",NA,NA
"3696","43","2","","0","","7","4","4","5","3","3","3","6",NA,NA
"3697","43","2","","0","","7","5","4","7","5","1","1","5",NA,NA
"3698","43","2","","0","","5","5","4","5","5","5","3","5",NA,NA
"3699","43","2","","12","","3","3","3","3","3","5","5","4",NA,NA
"3700","43","2","","9","","4","4","5","5","4","4","3","5",NA,NA
"3701","43","2","","6","","","","","","","","","",7,NA
"3702","43","2","","0","","","","","","","","","",1,NA
"3703","43","2","","6","","","","","","","","","",6,NA
"3704","43","2","","9","","","","","","","","","",7,NA
"3705","43","2","","3","","","","","","","","","",2,NA
"3706","43","2","","12","","","","","","","","","",13,NA
"3707","43","2","","3","","","","","","","","","",10,NA
"3708","43","2","","0","","","","","","","","","",2,NA
"3709","43","2","","9","","","","","","","","","",13,NA
"3715","43","2","","6","","","","","","","","","",9,NA
"3716","43","2","","9","","","","","","","","","",12,NA
"3718","43","2","","12","","","","","","","","","",12,NA
"3719","43","2","","3","","","","","","","","","",7,NA
"3720","43","2","","3","","","","","","","","","",6,NA
"3722","43","2","","12","","","","","","","","","",6,NA
"3723","43","2","","3","","","","","","","","","",3,NA
"3724","43","2","","0","","","","","","","","","",3,NA
"3726","43","2","","9","","","","","","","","","",5,NA
"3727","43","2","","12","","","","","","","","","",11,NA
"3729","43","2","","6","","","","","","","","","",10,NA
"3731","43","2","","6","","","","","","","","","",5,NA
"3733","43","2","","9","","","","","","","","","",11,NA
"3735","43","2","","6","","","","","","","","","",8,NA
"3738","43","2","","9","","","","","","","","","",8,NA
"3743","43","2","","9","","","","","","","","","",10,NA
"3746","43","2","","3","","","","","","","","","",1,NA
"3751","43","2","","9","","","","","","","","","",NA,4
"3752","43","2","","6","","","","","","","","","",NA,1
"3753","43","2","","6","","","","","","","","","",NA,4
"3754","43","2","","0","","","","","","","","","",NA,11
"3755","43","2","","9","","","","","","","","","",NA,10
"3756","43","2","","3","","","","","","","","","",NA,10
"3757","43","2","","0","","","","","","","","","",NA,3
"3758","43","2","","3","","","","","","","","","",NA,4
"3760","43","2","","0","","","","","","","","","",NA,7
"3761","43","2","","9","","","","","","","","","",NA,11
"3762","43","2","","6","","","","","","","","","",NA,6
"3763","43","2","","3","","","","","","","","","",NA,9
"3764","43","2","","0","","","","","","","","","",NA,6
"3765","43","2","","12","","","","","","","","","",NA,7
"3766","43","2","","6","","","","","","","","","",NA,9
"3767","43","2","","3","","","","","","","","","",NA,11
"3768","43","2","","3","","","","","","","","","",NA,7
"3770","43","2","","9","","","","","","","","","",NA,5
"3771","43","2","","12","","","","","","","","","",NA,12
"3772","43","2","","6","","","","","","","","","",NA,5
"3774","43","2","","12","","","","","","","","","",NA,9
"3775","43","2","","12","","","","","","","","","",NA,5
"3776","43","2","","9","","","","","","","","","",NA,9
"3777","43","2","","0","","","","","","","","","",NA,2
"3778","43","2","","6","","","","","","","","","",NA,10
"3782","43","2","","12","","","","","","","","","",NA,6
"3783","43","2","","6","","","","","","","","","",NA,11
"3785","43","2","","6","","","","","","","","","",NA,12
"3787","43","2","","6","","","","","","","","","",NA,7
"3792","43","2","","12","","","","","","","","","",NA,11
"3793","43","2","","0","","","","","","","","","",NA,4
"3794","43","2","","9","","","","","","","","","",NA,6
"3796","43","2","","9","","","","","","","","","",NA,7
"4201","45","2","1","9","1","","","","","","","","",NA,NA
"4202","45","2","2","6","2","","","","","","","","",NA,NA
"4203","45","2","3","3","3","","","","","","","","",NA,NA
"4204","45","2","3","0","3","","","","","","","","",NA,NA
"4205","45","2","4","0","4","","","","","","","","",NA,NA
"4207","45","2","3","6","3","","","","","","","","",NA,NA
"4209","45","2","2","3","2","","","","","","","","",NA,NA
"4211","45","2","2","9","2","","","","","","","","",NA,NA
"4213","45","2","5","3","5","","","","","","","","",NA,NA
"4214","45","2","3","9","3","","","","","","","","",NA,NA
"4215","45","2","5","0","5","","","","","","","","",NA,NA
"4217","45","2","4","9","4","","","","","","","","",NA,NA
"4218","45","2","1","12","1","","","","","","","","",NA,NA
"4219","45","2","2","12","2","","","","","","","","",NA,NA
"4221","45","2","1","3","1","","","","","","","","",NA,NA
"4233","45","2","2","0","2","","","","","","","","",NA,NA
"4241","45","2","1","6","1","","","","","","","","",NA,NA
"4242","45","2","4","3","4","","","","","","","","",NA,NA
"4248","45","2","1","0","1","","","","","","","","",NA,NA
"4251","45","2","","3","","5","5","5","6","3","2","2","5",NA,NA
"4252","45","2","","0","","6","7","5","6","1","1","2","5",NA,NA
"4253","45","2","","6","","2","5","5","5","2","2","2","6",NA,NA
"4254","45","2","","6","","5","2","5","3","2","2","5","5",NA,NA
"4255","45","2","","6","","5","5","5","5","3","3","3","5",NA,NA
"4256","45","2","","12","","1","3","4","6","3","3","1","4",NA,NA
"4257","45","2","","3","","5","3","4","5","3","1","3","5",NA,NA
"4258","45","2","","0","","5","3","4","6","3","3","2","6",NA,NA
"4259","45","2","","9","","5","3","3","5","5","3","4","5",NA,NA
"4260","45","2","","0","","7","5","4","6","3","2","5","6",NA,NA
"4261","45","2","","6","","3","3","5","6","3","5","3","4",NA,NA
"4262","45","2","","0","","6","5","5","6","3","4","3","6",NA,NA
"4263","45","2","","12","","2","3","3","6","3","2","3","3",NA,NA
"4264","45","2","","0","","6","5","4","4","3","3","7","5",NA,NA
"4265","45","2","","12","","2","2","4","5","2","2","2","4",NA,NA
"4266","45","2","","3","","5","3","2","5","2","2","3","6",NA,NA
"4267","45","2","","6","","5","5","5","6","2","2","2","5",NA,NA
"4268","45","2","","0","","6","6","5","6","2","2","3","6",NA,NA
"4269","45","2","","0","","6","6","5","5","2","3","1","5",NA,NA
"4270","45","2","","9","","1","5","3","3","2","1","2","4",NA,NA
"4271","45","2","","6","","2","4","4","5","2","2","3","4",NA,NA
"4272","45","2","","12","","6","3","1","7","3","4","5","3",NA,NA
"4273","45","2","","12","","3","3","3","5","1","4","1","3",NA,NA
"4274","45","2","","9","","3","5","3","6","3","3","5","3",NA,NA
"4275","45","2","","9","","1","3","5","5","1","3","1","4",NA,NA
"4276","45","2","","9","","3","5","6","7","1","3","3","4",NA,NA
"4277","45","2","","3","","5","5","4","5","4","1","4","5",NA,NA
"4278","45","2","","3","","6","1","5","7","1","3","4","7",NA,NA
"4279","45","2","","12","","4","4","4","5","2","3","2","4",NA,NA
"4280","45","2","","0","","5","6","5","5","1","4","3","5",NA,NA
"4281","45","2","","12","","1","3","3","7","1","1","1","4",NA,NA
"4282","45","2","","3","","3","5","3","6","4","1","1","4",NA,NA
"4283","45","2","","9","","3","5","3","5","3","2","3","5",NA,NA
"4284","45","2","","12","","1","3","2","6","1","3","4","5",NA,NA
"4285","45","2","","0","","6","6","4","7","5","3","2","6",NA,NA
"4286","45","2","","12","","1","4","3","7","1","1","1","5",NA,NA
"4287","45","2","","9","","3","3","3","6","2","2","2","5",NA,NA
"4288","45","2","","6","","1","4","2","7","1","1","1","4",NA,NA
"4289","45","2","","3","","5","5","5","5","6","5","3","4",NA,NA
"4290","45","2","","3","","6","6","5","6","5","3","2","5",NA,NA
"4291","45","2","","6","","1","2","2","6","1","2","2","3",NA,NA
"4292","45","2","","3","","5","6","3","6","3","3","3","5",NA,NA
"4293","45","2","","12","","1","3","3","5","1","1","1","3",NA,NA
"4294","45","2","","9","","2","5","4","6","2","2","2","4",NA,NA
"4295","45","2","","9","","3","3","4","5","3","3","3","5",NA,NA
"4296","45","2","","3","","7","7","5","7","1","1","1","6",NA,NA
"4297","45","2","","9","","2","3","3","5","2","2","2","3",NA,NA
"4298","45","2","","6","","5","5","5","5","2","3","2","5",NA,NA
"4299","45","2","","0","","6","3","5","6","5","3","1","6",NA,NA
"4300","45","2","","6","","7","6","4","6","2","2","2","6",NA,NA
"4301","45","2","","0","","","","","","","","","",5,NA
"4302","45","2","","9","","","","","","","","","",13,NA
"4303","45","2","","3","","","","","","","","","",9,NA
"4304","45","2","","3","","","","","","","","","",3,NA
"4305","45","2","","12","","","","","","","","","",13,NA
"4306","45","2","","12","","","","","","","","","",12,NA
"4308","45","2","","0","","","","","","","","","",3,NA
"4309","45","2","","6","","","","","","","","","",7,NA
"4310","45","2","","0","","","","","","","","","",4,NA
"4311","45","2","","3","","","","","","","","","",5,NA
"4313","45","2","","12","","","","","","","","","",11,NA
"4314","45","2","","3","","","","","","","","","",6,NA
"4319","45","2","","6","","","","","","","","","",6,NA
"4322","45","2","","9","","","","","","","","","",7,NA
"4323","45","2","","9","","","","","","","","","",12,NA
"4328","45","2","","6","","","","","","","","","",5,NA
"4329","45","2","","9","","","","","","","","","",8,NA
"4331","45","2","","0","","","","","","","","","",7,NA
"4332","45","2","","9","","","","","","","","","",10,NA
"4339","45","2","","9","","","","","","","","","",11,NA
"4341","45","2","","6","","","","","","","","","",8,NA
"4344","45","2","","3","","","","","","","","","",7,NA
"4345","45","2","","9","","","","","","","","","",9,NA
"4346","45","2","","6","","","","","","","","","",4,NA
"4351","45","2","","6","","","","","","","","","",NA,4
"4352","45","2","","12","","","","","","","","","",NA,2
"4353","45","2","","0","","","","","","","","","",NA,4
"4354","45","2","","6","","","","","","","","","",NA,8
"4356","45","2","","6","","","","","","","","","",NA,5
"4357","45","2","","0","","","","","","","","","",NA,3
"4360","45","2","","3","","","","","","","","","",NA,3
"4362","45","2","","9","","","","","","","","","",NA,2
"4365","45","2","","6","","","","","","","","","",NA,3
"4366","45","2","","3","","","","","","","","","",NA,4
"4367","45","2","","9","","","","","","","","","",NA,4
"4375","45","2","","6","","","","","","","","","",NA,2
"4376","45","2","","0","","","","","","","","","",NA,5
"4379","45","2","","0","","","","","","","","","",NA,2
"4385","45","2","","12","","","","","","","","","",NA,3
"4387","45","2","","9","","","","","","","","","",NA,3
"4400","45","2","","6","","","","","","","","","",NA,6
"4801","48","1","2","6","2","","","","","","","","",NA,NA
"4802","48","1","2","12","2","","","","","","","","",NA,NA
"4803","48","1","4","0","4","","","","","","","","",NA,NA
"4804","48","1","2","9","2","","","","","","","","",NA,NA
"4805","48","1","6","0","6","","","","","","","","",NA,NA
"4806","48","1","5","0","5","","","","","","","","",NA,NA
"4807","48","1","5","3","5","","","","","","","","",NA,NA
"4809","48","1","7","0","7","","","","","","","","",NA,NA
"4810","48","1","3","3","3","","","","","","","","",NA,NA
"4812","48","1","1","12","1","","","","","","","","",NA,NA
"4813","48","1","3","0","3","","","","","","","","",NA,NA
"4815","48","1","2","12","2","","","","","","","","",NA,NA
"4816","48","1","3","0","3","","","","","","","","",NA,NA
"4818","48","1","6","6","6","","","","","","","","",NA,NA
"4819","48","1","5","6","5","","","","","","","","",NA,NA
"4820","48","1","4","6","4","","","","","","","","",NA,NA
"4822","48","1","1","6","1","","","","","","","","",NA,NA
"4823","48","1","3","6","3","","","","","","","","",NA,NA
"4825","48","1","1","9","1","","","","","","","","",NA,NA
"4826","48","1","5","3","5","","","","","","","","",NA,NA
"4828","48","1","4","9","4","","","","","","","","",NA,NA
"4830","48","1","2","12","2","","","","","","","","",NA,NA
"4831","48","1","2","12","2","","","","","","","","",NA,NA
"4832","48","1","4","3","4","","","","","","","","",NA,NA
"4833","48","1","1","9","1","","","","","","","","",NA,NA
"4834","48","1","6","3","6","","","","","","","","",NA,NA
"4835","48","1","2","12","1","","","","","","","","",NA,NA
"4838","48","1","3","6","3","","","","","","","","",NA,NA
"4840","48","1","4","0","4","","","","","","","","",NA,NA
"4841","48","1","2","6","2","","","","","","","","",NA,NA
"4842","48","1","3","9","3","","","","","","","","",NA,NA
"4845","48","1","3","12","3","","","","","","","","",NA,NA
"4846","48","1","8","3","8","","","","","","","","",NA,NA
"4848","48","1","5","6","5","","","","","","","","",NA,NA
"4851","48","1","","6","","4","4","3","4","3","4","4","4",NA,NA
"4852","48","1","","12","","2","4","5","2","1","2","2","2",NA,NA
"4853","48","1","","12","","2","2","2","2","2","2","2","2",NA,NA
"4854","48","1","","6","","4","3","4","4","4","3","3","3",NA,NA
"4855","48","1","","0","","5","4","5","5","6","6","5","5",NA,NA
"4856","48","1","","0","","5","5","6","5","6","4","6","5",NA,NA
"4857","48","1","","3","","4","4","4","4","4","4","4","5",NA,NA
"4858","48","1","","3","","4","4","4","4","4","4","4","4",NA,NA
"4859","48","1","","6","","4","4","4","4","3","5","4","5",NA,NA
"4860","48","1","","9","","3","4","4","3","3","4","3","5",NA,NA
"4861","48","1","","12","","2","3","2","3","3","3","4","2",NA,NA
"4862","48","1","","3","","4","5","3","4","5","4","4","5",NA,NA
"4863","48","1","","0","","4","5","5","6","5","6","7","4",NA,NA
"4864","48","1","","6","","2","4","2","3","3","3","3","4",NA,NA
"4865","48","1","","6","","5","4","4","3","4","4","3","3",NA,NA
"4866","48","1","","3","","4","6","7","6","5","5","5","5",NA,NA
"4867","48","1","","3","","4","4","3","5","3","3","4","4",NA,NA
"4868","48","1","","6","","3","4","5","4","4","5","3","5",NA,NA
"4869","48","1","","9","","3","2","3","2","3","3","3","2",NA,NA
"4870","48","1","","9","","2","3","1","2","3","3","2","3",NA,NA
"4871","48","1","","12","","3","2","3","3","4","3","3","2",NA,NA
"4872","48","1","","9","","3","3","4","4","3","4","4","4",NA,NA
"4873","48","1","","6","","4","5","5","4","4","4","5","4",NA,NA
"4874","48","1","","6","","3","4","3","3","3","3","4","3",NA,NA
"4875","48","1","","6","","5","4","5","4","3","3","4","4",NA,NA
"4876","48","1","","0","","5","6","6","5","6","6","5","4",NA,NA
"4877","48","1","","3","","4","5","6","4","5","5","5","4",NA,NA
"4878","48","1","","9","","4","4","3","5","4","5","4","3",NA,NA
"4879","48","1","","0","","6","6","6","7","6","5","5","6",NA,NA
"4880","48","1","","0","","6","6","5","6","5","4","5","6",NA,NA
"4881","48","1","","9","","4","3","4","4","4","3","4","3",NA,NA
"4882","48","1","","12","","4","2","3","3","2","3","3","2",NA,NA
"4883","48","1","","9","","3","3","4","4","4","4","4","3",NA,NA
"4884","48","1","","3","","4","3","4","3","4","4","5","5",NA,NA
"4885","48","1","","9","","1","3","3","4","2","2","3","2",NA,NA
"4886","48","1","","12","","3","4","2","3","1","3","2","2",NA,NA
"4887","48","1","","0","","5","5","6","5","5","6","6","5",NA,NA
"4888","48","1","","0","","5","4","6","5","5","4","7","6",NA,NA
"4889","48","1","","3","","4","5","4","5","4","6","5","3",NA,NA
"4890","48","1","","9","","5","3","4","4","3","4","3","4",NA,NA
"4891","48","1","","3","","3","4","3","4","4","4","3","4",NA,NA
"4892","48","1","","3","","3","3","3","3","3","3","3","3",NA,NA
"4893","48","1","","0","","6","6","4","6","6","4","6","4",NA,NA
"4894","48","1","","12","","3","2","3","1","2","2","2","3",NA,NA
"4895","48","1","","12","","3","1","5","3","4","6","4","3",NA,NA
"4896","48","1","","6","","4","2","5","2","3","4","4","4",NA,NA
"4897","48","1","","9","","3","3","3","3","3","3","4","3",NA,NA
"4898","48","1","","0","","5","7","4","5","5","4","4","5",NA,NA
"4899","48","1","","12","","2","5","5","2","2","2","2","1",NA,NA
"4900","48","1","","12","","5","2","2","2","2","2","2","2",NA,NA
"4901","48","1","","0","","","","","","","","","",7,NA
"4902","48","1","","9","","","","","","","","","",7,NA
"4903","48","1","","6","","","","","","","","","",4,NA
"4904","48","1","","12","","","","","","","","","",6,NA
"4905","48","1","","6","","","","","","","","","",6,NA
"4906","48","1","","0","","","","","","","","","",8,NA
"4907","48","1","","12","","","","","","","","","",6,NA
"4908","48","1","","0","","","","","","","","","",6,NA
"4909","48","1","","9","","","","","","","","","",8,NA
"4912","48","1","","6","","","","","","","","","",5,NA
"4913","48","1","","3","","","","","","","","","",2,NA
"4914","48","1","","12","","","","","","","","","",13,NA
"4915","48","1","","12","","","","","","","","","",9,NA
"4916","48","1","","0","","","","","","","","","",2,NA
"4917","48","1","","12","","","","","","","","","",8,NA
"4918","48","1","","0","","","","","","","","","",8,NA
"4919","48","1","","9","","","","","","","","","",8,NA
"4920","48","1","","9","","","","","","","","","",6,NA
"4922","48","1","","6","","","","","","","","","",8,NA
"4923","48","1","","6","","","","","","","","","",6,NA
"4924","48","1","","3","","","","","","","","","",4,NA
"4925","48","1","","3","","","","","","","","","",3,NA
"4926","48","1","","9","","","","","","","","","",6,NA
"4927","48","1","","0","","","","","","","","","",3,NA
"4928","48","1","","12","","","","","","","","","",5,NA
"4929","48","1","","12","","","","","","","","","",3,NA
"4930","48","1","","3","","","","","","","","","",4,NA
"4931","48","1","","6","","","","","","","","","",7,NA
"4932","48","1","","6","","","","","","","","","",7,NA
"4933","48","1","","9","","","","","","","","","",5,NA
"4937","48","1","","3","","","","","","","","","",3,NA
"4938","48","1","","0","","","","","","","","","",5,NA
"4939","48","1","","9","","","","","","","","","",8,NA
"4940","48","1","","3","","","","","","","","","",2,NA
"4941","48","1","","3","","","","","","","","","",3,NA
"4943","48","1","","3","","","","","","","","","",6,NA
"4944","48","1","","12","","","","","","","","","",9,NA
"4945","48","1","","0","","","","","","","","","",2,NA
"4947","48","1","","12","","","","","","","","","",5,NA
"4949","48","1","","0","","","","","","","","","",3,NA
"4951","48","1","","12","","","","","","","","","",NA,3
"4952","48","1","","12","","","","","","","","","",NA,2
"4953","48","1","","3","","","","","","","","","",NA,5
"4954","48","1","","6","","","","","","","","","",NA,3
"4956","48","1","","3","","","","","","","","","",NA,4
"4958","48","1","","0","","","","","","","","","",NA,6
"4961","48","1","","9","","","","","","","","","",NA,4
"4964","48","1","","12","","","","","","","","","",NA,4
"4965","48","1","","9","","","","","","","","","",NA,5
"4966","48","1","","6","","","","","","","","","",NA,4
"4967","48","1","","3","","","","","","","","","",NA,4
"4970","48","1","","6","","","","","","","","","",NA,2
"4971","48","1","","0","","","","","","","","","",NA,4
"4972","48","1","","3","","","","","","","","","",NA,10
"4973","48","1","","12","","","","","","","","","",NA,7
"4974","48","1","","3","","","","","","","","","",NA,7
"4975","48","1","","6","","","","","","","","","",NA,6
"4979","48","1","","6","","","","","","","","","",NA,5
"4983","48","1","","9","","","","","","","","","",NA,3
"4984","48","1","","9","","","","","","","","","",NA,3
"4986","48","1","","0","","","","","","","","","",NA,3
"4987","48","1","","9","","","","","","","","","",NA,2
"4989","48","1","","0","","","","","","","","","",NA,5
"4994","48","1","","0","","","","","","","","","",NA,4
"5000","48","1","","12","","","","","","","","","",NA,1
"5401","49","1","6","3","6","","","","","","","","",NA,NA
"5402","49","1","7","3","7","","","","","","","","",NA,NA
"5403","49","1","6","3","6","","","","","","","","",NA,NA
"5404","49","1","5","3","5","","","","","","","","",NA,NA
"5405","49","1","6","6","6","","","","","","","","",NA,NA
"5406","49","1","7","9","7","","","","","","","","",NA,NA
"5407","49","1","4","9","4","","","","","","","","",NA,NA
"5408","49","1","6","12","6","","","","","","","","",NA,NA
"5410","49","1","4","6","4","","","","","","","","",NA,NA
"5411","49","1","4","3","4","","","","","","","","",NA,NA
"5412","49","1","4","0","4","","","","","","","","",NA,NA
"5413","49","1","5","9","5","","","","","","","","",NA,NA
"5415","49","1","4","3","5","","","","","","","","",NA,NA
"5418","49","1","5","0","5","","","","","","","","",NA,NA
"5419","49","1","5","6","5","","","","","","","","",NA,NA
"5420","49","1","5","12","5","","","","","","","","",NA,NA
"5421","49","1","8","0","8","","","","","","","","",NA,NA
"5422","49","1","9","0","9","","","","","","","","",NA,NA
"5424","49","1","6","6","6","","","","","","","","",NA,NA
"5426","49","1","5","3","5","","","","","","","","",NA,NA
"5428","49","1","5","12","5","","","","","","","","",NA,NA
"5429","49","1","5","12","5","","","","","","","","",NA,NA
"5430","49","1","7","6","7","","","","","","","","",NA,NA
"5431","49","1","4","6","5","","","","","","","","",NA,NA
"5432","49","1","4","9","5","","","","","","","","",NA,NA
"5433","49","1","3","6","3","","","","","","","","",NA,NA
"5435","49","1","5","0","5","","","","","","","","",NA,NA
"5437","49","1","2","0","2","","","","","","","","",NA,NA
"5438","49","1","3","6","3","","","","","","","","",NA,NA
"5439","49","1","9","9","9","","","","","","","","",NA,NA
"5440","49","1","4","0","4","","","","","","","","",NA,NA
"5447","49","1","5","9","5","","","","","","","","",NA,NA
"5448","49","1","4","3","5","","","","","","","","",NA,NA
"5449","49","1","7","9","7","","","","","","","","",NA,NA
"5450","49","1","6","0","6","","","","","","","","",NA,NA
