"","ResponseID","Gender","Age","Image","Condition","Fit","Belonging","Norm_1","Norm_2","Norm_3","Norm_4","Norm_5","Norm_6","Norm_7","Norm_8","Ratio","Average_Face"
"1","R_3F2GRiVAEdICbDk",2,50,"0men1",0,7,6,6,6,5,6,7,6,2,6,4,5
"2","R_3F2GRiVAEdICbDk",2,50,"0men2",0,5,4,6,3,4,6,6,6,2,6,6,7
"3","R_3F2GRiVAEdICbDk",2,50,"0men3",0,8,6,7,3,4,7,7,7,1,7,5,3
"4","R_3F2GRiVAEdICbDk",2,50,"0men4",0,9,9,6,3,4,7,6,6,1,7,1,3
"5","R_3F2GRiVAEdICbDk",2,50,"20men1",2,8,7,3,3,4,4,3,4,4,4,4,7
"6","R_3F2GRiVAEdICbDk",2,50,"20men2",2,7,7,5,3,3,6,7,7,1,7,7,10
"7","R_3F2GRiVAEdICbDk",2,50,"20men3",2,3,2,3,4,5,4,4,5,5,5,7,5
"8","R_3F2GRiVAEdICbDk",2,50,"20men4",2,9,9,7,5,6,7,7,7,1,7,4,6
"9","R_3F2GRiVAEdICbDk",2,50,"50men1",4,7,7,5,3,4,4,6,6,2,5,5,3
"10","R_3F2GRiVAEdICbDk",2,50,"50men2",4,3,2,3,4,5,4,4,4,3,4,4,4
"11","R_3F2GRiVAEdICbDk",2,50,"50men3",4,4,4,6,3,3,6,6,6,3,5,8,7
"12","R_3F2GRiVAEdICbDk",2,50,"50men4",4,6,6,6,3,4,5,5,5,1,5,6,9
"13","R_3F2GRiVAEdICbDk",2,50,"80men1",6,4,2,5,4,3,5,6,6,3,5,9,9
"14","R_3F2GRiVAEdICbDk",2,50,"80men2",6,1,1,5,2,2,5,5,5,3,4,9,3
"15","R_3F2GRiVAEdICbDk",2,50,"80men3",6,1,1,5,3,3,5,5,5,2,5,10,7
"16","R_3F2GRiVAEdICbDk",2,50,"80men4",6,6,6,5,3,4,5,5,6,3,5,9,5
"17","R_3F2GRiVAEdICbDk",2,50,"100men1",8,2,1,2,5,5,1,3,4,5,4,11,10
"18","R_3F2GRiVAEdICbDk",2,50,"100men2",8,1,1,2,5,5,1,3,4,5,3,11,11
"19","R_3F2GRiVAEdICbDk",2,50,"100men3",8,1,1,3,5,5,2,2,5,5,5,11,10
"20","R_3F2GRiVAEdICbDk",2,50,"100men4",8,1,1,1,6,6,1,3,3,5,3,11,9
"41","R_3plEtm8voe25VXv",1,29,"0men1",0,4,2,3,5,4,5,3,5,3,4,1,13
"42","R_3plEtm8voe25VXv",1,29,"0men2",0,5,8,5,3,4,5,3,3,5,4,6,10
"43","R_3plEtm8voe25VXv",1,29,"0men3",0,6,5,3,6,3,2,5,3,5,6,6,6
"44","R_3plEtm8voe25VXv",1,29,"0men4",0,3,4,7,4,5,4,4,5,3,4,6,13
"45","R_3plEtm8voe25VXv",1,29,"20men1",2,5,5,4,5,6,6,5,3,5,5,8,15
"46","R_3plEtm8voe25VXv",1,29,"20men2",2,5,6,5,3,5,4,4,5,3,4,5,12
"47","R_3plEtm8voe25VXv",1,29,"20men3",2,6,5,3,4,2,3,5,4,4,3,7,11
"48","R_3plEtm8voe25VXv",1,29,"20men4",2,5,6,3,5,3,4,5,4,5,3,4,9
"49","R_3plEtm8voe25VXv",1,29,"50men1",4,5,7,3,4,2,3,5,3,4,3,4,8
"50","R_3plEtm8voe25VXv",1,29,"50men2",4,6,5,5,4,3,5,4,5,3,4,7,13
"51","R_3plEtm8voe25VXv",1,29,"50men3",4,6,5,4,5,4,6,4,4,6,4,8,8
"52","R_3plEtm8voe25VXv",1,29,"50men4",4,7,5,2,5,4,3,4,4,2,5,4,8
"53","R_3plEtm8voe25VXv",1,29,"80men1",6,7,6,3,5,3,5,2,2,6,4,9,7
"54","R_3plEtm8voe25VXv",1,29,"80men2",6,7,4,6,4,5,3,3,3,5,5,9,14
"55","R_3plEtm8voe25VXv",1,29,"80men3",6,5,3,3,5,3,2,5,3,6,3,5,5
"56","R_3plEtm8voe25VXv",1,29,"80men4",6,5,4,4,5,3,4,3,4,3,5,4,8
"57","R_3plEtm8voe25VXv",1,29,"100men1",8,7,6,2,4,3,4,5,4,5,3,9,8
"58","R_3plEtm8voe25VXv",1,29,"100men2",8,6,4,7,3,4,3,6,5,4,5,10,7
"59","R_3plEtm8voe25VXv",1,29,"100men3",8,4,6,4,5,6,4,4,4,3,5,5,13
"60","R_3plEtm8voe25VXv",1,29,"100men4",8,6,4,5,5,6,5,4,5,5,6,5,8
"81","R_QacvSzU3FNn4ErD",1,64,"0men1",0,5,5,2,2,2,6,5,5,2,6,9,8
"82","R_QacvSzU3FNn4ErD",1,64,"0men2",0,3,3,3,3,3,5,5,5,2,6,5,4
"83","R_QacvSzU3FNn4ErD",1,64,"0men3",0,2,2,3,4,2,7,5,5,1,6,1,5
"84","R_QacvSzU3FNn4ErD",1,64,"0men4",0,6,6,2,2,3,6,5,5,3,7,4,11
"85","R_QacvSzU3FNn4ErD",1,64,"20men1",2,2,2,1,2,2,6,6,6,2,6,6,11
"86","R_QacvSzU3FNn4ErD",1,64,"20men2",2,7,7,1,3,2,7,6,6,4,7,5,9
"87","R_QacvSzU3FNn4ErD",1,64,"20men3",2,6,6,2,3,4,6,5,5,3,6,6,9
"88","R_QacvSzU3FNn4ErD",1,64,"20men4",2,6,6,3,2,2,6,5,5,2,5,5,10
"89","R_QacvSzU3FNn4ErD",1,64,"50men1",4,3,3,2,2,5,5,5,5,3,6,6,7
"90","R_QacvSzU3FNn4ErD",1,64,"50men2",4,5,5,3,3,3,5,5,5,3,6,4,9
"91","R_QacvSzU3FNn4ErD",1,64,"50men3",4,7,7,3,3,3,6,5,5,3,5,8,8
"92","R_QacvSzU3FNn4ErD",1,64,"50men4",4,7,7,1,2,2,6,6,5,2,6,9,7
"93","R_QacvSzU3FNn4ErD",1,64,"80men1",6,7,7,2,2,3,5,5,5,3,6,8,8
"94","R_QacvSzU3FNn4ErD",1,64,"80men2",6,7,7,3,3,3,5,6,6,3,5,9,6
"95","R_QacvSzU3FNn4ErD",1,64,"80men3",6,7,7,2,2,3,4,5,5,3,6,6,10
"96","R_QacvSzU3FNn4ErD",1,64,"80men4",6,6,6,1,3,3,5,5,5,2,5,6,8
"97","R_QacvSzU3FNn4ErD",1,64,"100men1",8,6,6,1,5,3,5,5,5,4,4,11,11
"98","R_QacvSzU3FNn4ErD",1,64,"100men2",8,6,6,2,3,3,5,4,5,3,6,11,16
"99","R_QacvSzU3FNn4ErD",1,64,"100men3",8,3,3,1,3,2,5,5,5,3,5,8,9
"100","R_QacvSzU3FNn4ErD",1,64,"100men4",8,6,6,2,2,3,5,5,5,3,5,9,8
"101","R_3HLcPSRDYBTUxzR",2,22,"0men1",0,8,8,4,2,2,6,6,6,2,6,1,9
"102","R_3HLcPSRDYBTUxzR",2,22,"0men2",0,8,8,4,2,3,6,5,5,2,6,1,1
"103","R_3HLcPSRDYBTUxzR",2,22,"0men3",0,8,8,3,1,2,6,6,6,2,6,1,11
"104","R_3HLcPSRDYBTUxzR",2,22,"0men4",0,8,8,3,2,2,6,6,6,1,6,1,3
"105","R_3HLcPSRDYBTUxzR",2,22,"20men1",2,8,8,3,2,2,6,6,6,1,6,4,10
"106","R_3HLcPSRDYBTUxzR",2,22,"20men2",2,7,7,3,2,2,4,6,6,2,6,3,12
"107","R_3HLcPSRDYBTUxzR",2,22,"20men3",2,7,7,4,1,2,4,6,6,1,6,6,2
"108","R_3HLcPSRDYBTUxzR",2,22,"20men4",2,7,7,3,2,2,5,6,6,2,7,2,6
"109","R_3HLcPSRDYBTUxzR",2,22,"50men1",4,8,8,3,2,2,4,6,6,2,6,5,5
"110","R_3HLcPSRDYBTUxzR",2,22,"50men2",4,7,7,2,2,2,4,6,6,2,6,6,11
"111","R_3HLcPSRDYBTUxzR",2,22,"50men3",4,7,7,3,2,2,4,6,6,2,6,7,12
"112","R_3HLcPSRDYBTUxzR",2,22,"50men4",4,7,7,3,2,2,4,6,6,2,6,6,5
"113","R_3HLcPSRDYBTUxzR",2,22,"80men1",6,7,7,3,2,2,4,6,6,2,6,7,14
"114","R_3HLcPSRDYBTUxzR",2,22,"80men2",6,7,7,3,2,2,4,6,6,2,6,9,9
"115","R_3HLcPSRDYBTUxzR",2,22,"80men3",6,6,6,2,3,2,2,5,5,2,5,10,10
"116","R_3HLcPSRDYBTUxzR",2,22,"80men4",6,5,5,4,2,2,6,6,6,3,6,10,9
"117","R_3HLcPSRDYBTUxzR",2,22,"100men1",8,4,4,1,1,2,1,6,6,1,6,11,12
"118","R_3HLcPSRDYBTUxzR",2,22,"100men2",8,4,4,2,3,2,2,5,5,2,5,11,9
"119","R_3HLcPSRDYBTUxzR",2,22,"100men3",8,4,4,2,2,2,1,5,5,1,5,11,13
"120","R_3HLcPSRDYBTUxzR",2,22,"100men4",8,4,4,4,2,2,5,5,5,2,5,11,9
"121","R_27UasROh6gzWWCC",2,33,"0men1",0,1,3,5,1,1,5,7,7,1,7,1,5
"122","R_27UasROh6gzWWCC",2,33,"0men2",0,1,1,5,1,1,5,7,7,1,7,2,4
"123","R_27UasROh6gzWWCC",2,33,"0men3",0,1,3,4,1,1,5,7,7,1,7,1,6
"124","R_27UasROh6gzWWCC",2,33,"0men4",0,1,2,5,1,1,5,7,7,1,7,1,4
"125","R_27UasROh6gzWWCC",2,33,"20men1",2,4,2,5,1,1,5,7,7,1,7,2,4
"126","R_27UasROh6gzWWCC",2,33,"20men2",2,3,2,5,1,1,5,5,5,1,5,2,6
"127","R_27UasROh6gzWWCC",2,33,"20men3",2,4,3,5,1,1,5,7,7,1,7,1,5
"128","R_27UasROh6gzWWCC",2,33,"20men4",2,4,2,5,1,1,5,5,5,1,5,3,6
"129","R_27UasROh6gzWWCC",2,33,"50men1",4,3,1,3,1,1,5,5,5,1,5,4,5
"130","R_27UasROh6gzWWCC",2,33,"50men2",4,4,6,5,1,1,5,5,5,1,5,2,7
"131","R_27UasROh6gzWWCC",2,33,"50men3",4,5,3,5,1,1,5,5,5,1,7,4,4
"132","R_27UasROh6gzWWCC",2,33,"50men4",4,3,3,5,1,1,5,7,7,1,5,5,4
"133","R_27UasROh6gzWWCC",2,33,"80men1",6,4,3,5,1,1,5,5,5,1,5,9,4
"134","R_27UasROh6gzWWCC",2,33,"80men2",6,6,5,3,1,1,1,3,5,1,7,10,2
"135","R_27UasROh6gzWWCC",2,33,"80men3",6,7,6,5,1,1,5,7,7,1,7,10,6
"136","R_27UasROh6gzWWCC",2,33,"80men4",6,3,4,5,1,1,5,6,7,1,7,8,6
"137","R_27UasROh6gzWWCC",2,33,"100men1",8,9,9,1,1,2,1,3,4,1,4,11,3
"138","R_27UasROh6gzWWCC",2,33,"100men2",8,9,1,3,1,3,1,3,5,1,7,11,7
"139","R_27UasROh6gzWWCC",2,33,"100men3",8,9,9,3,1,3,1,4,6,1,4,11,2
"140","R_27UasROh6gzWWCC",2,33,"100men4",8,9,1,4,1,2,1,1,4,1,5,8,6
"181","R_0SMwb2l92JVhJh7",1,47,"0men1",0,9,7,7,7,7,7,6,6,6,6,8,20
"182","R_0SMwb2l92JVhJh7",1,47,"0men2",0,7,5,5,5,4,4,3,3,4,4,11,6
"183","R_0SMwb2l92JVhJh7",1,47,"0men3",0,8,9,5,5,5,5,5,5,4,4,5,11
"184","R_0SMwb2l92JVhJh7",1,47,"0men4",0,7,8,6,6,6,6,5,5,5,5,11,15
"185","R_0SMwb2l92JVhJh7",1,47,"20men1",2,6,6,5,6,5,6,6,6,6,6,8,14
"186","R_0SMwb2l92JVhJh7",1,47,"20men2",2,6,6,7,7,7,7,7,6,7,6,9,7
"187","R_0SMwb2l92JVhJh7",1,47,"20men3",2,5,7,6,6,6,7,7,6,2,3,9,14
"188","R_0SMwb2l92JVhJh7",1,47,"20men4",2,9,9,3,3,4,4,5,5,4,5,7,11
"189","R_0SMwb2l92JVhJh7",1,47,"50men1",4,9,6,6,5,4,5,5,5,4,5,2,13
"190","R_0SMwb2l92JVhJh7",1,47,"50men2",4,7,7,6,6,6,6,7,7,6,6,4,14
"191","R_0SMwb2l92JVhJh7",1,47,"50men3",4,6,8,7,7,6,7,6,6,5,5,7,7
"192","R_0SMwb2l92JVhJh7",1,47,"50men4",4,4,6,7,6,7,6,7,6,7,6,9,12
"193","R_0SMwb2l92JVhJh7",1,47,"80men1",6,9,9,5,5,6,6,6,6,6,7,7,17
"194","R_0SMwb2l92JVhJh7",1,47,"80men2",6,7,6,7,6,7,6,5,5,5,6,8,4
"195","R_0SMwb2l92JVhJh7",1,47,"80men3",6,7,7,3,4,3,4,3,4,3,4,5,13
"196","R_0SMwb2l92JVhJh7",1,47,"80men4",6,7,8,6,6,5,5,5,5,4,4,3,19
"197","R_0SMwb2l92JVhJh7",1,47,"100men1",8,6,7,6,6,6,6,6,7,6,7,4,15
"198","R_0SMwb2l92JVhJh7",1,47,"100men2",8,6,5,5,5,5,5,7,7,7,7,7,3
"199","R_0SMwb2l92JVhJh7",1,47,"100men3",8,6,5,7,7,7,6,5,5,4,5,9,18
"200","R_0SMwb2l92JVhJh7",1,47,"100men4",8,6,8,7,6,7,6,7,6,7,6,6,8
"201","R_12Jtl3qF7OjfhjA",2,27,"0men1",0,9,9,7,6,7,7,3,3,1,6,1,5
"202","R_12Jtl3qF7OjfhjA",2,27,"0men2",0,9,9,4,7,7,7,5,6,6,7,1,5
"203","R_12Jtl3qF7OjfhjA",2,27,"0men3",0,8,8,2,4,2,7,5,6,5,7,2,6
"204","R_12Jtl3qF7OjfhjA",2,27,"0men4",0,5,5,4,4,4,5,4,5,4,4,3,5
"205","R_12Jtl3qF7OjfhjA",2,27,"20men1",2,7,7,4,4,4,4,4,4,4,4,2,12
"206","R_12Jtl3qF7OjfhjA",2,27,"20men2",2,8,7,6,5,3,7,7,7,1,5,4,9
"207","R_12Jtl3qF7OjfhjA",2,27,"20men3",2,7,7,5,5,5,5,2,3,4,5,9,12
"208","R_12Jtl3qF7OjfhjA",2,27,"20men4",2,8,8,5,5,6,7,3,4,1,6,8,5
"209","R_12Jtl3qF7OjfhjA",2,27,"50men1",4,5,4,4,4,4,4,4,4,2,4,6,10
"210","R_12Jtl3qF7OjfhjA",2,27,"50men2",4,3,4,7,5,3,7,4,5,6,4,6,10
"211","R_12Jtl3qF7OjfhjA",2,27,"50men3",4,6,6,4,5,3,5,4,6,2,4,7,14
"212","R_12Jtl3qF7OjfhjA",2,27,"50men4",4,5,5,6,4,4,6,6,6,5,6,5,10
"213","R_12Jtl3qF7OjfhjA",2,27,"80men1",6,6,6,4,4,4,4,4,4,4,4,9,13
"214","R_12Jtl3qF7OjfhjA",2,27,"80men2",6,7,7,5,3,5,5,5,5,2,6,11,12
"215","R_12Jtl3qF7OjfhjA",2,27,"80men3",6,7,7,2,4,5,2,6,6,5,6,9,7
"216","R_12Jtl3qF7OjfhjA",2,27,"80men4",6,2,2,3,4,5,5,3,2,4,5,10,10
"217","R_12Jtl3qF7OjfhjA",2,27,"100men1",8,1,1,4,5,6,2,4,4,4,4,11,10
"218","R_12Jtl3qF7OjfhjA",2,27,"100men2",8,1,1,2,7,4,1,4,4,5,4,11,15
"219","R_12Jtl3qF7OjfhjA",2,27,"100men3",8,1,1,1,6,7,1,5,6,7,4,11,11
"220","R_12Jtl3qF7OjfhjA",2,27,"100men4",8,3,3,1,4,7,1,4,4,4,5,11,4
"221","R_3J89Cccwahtwb7E",1,34,"0men1",0,7,6,2,2,2,5,5,5,2,5,1,1
"222","R_3J89Cccwahtwb7E",1,34,"0men2",0,7,7,2,2,2,5,5,5,2,5,1,1
"223","R_3J89Cccwahtwb7E",1,34,"0men3",0,7,7,2,2,2,5,5,5,2,5,9,1
"224","R_3J89Cccwahtwb7E",1,34,"0men4",0,8,8,2,2,2,5,5,5,2,5,1,2
"225","R_3J89Cccwahtwb7E",1,34,"20men1",2,7,7,2,2,2,5,5,5,2,5,5,14
"226","R_3J89Cccwahtwb7E",1,34,"20men2",2,8,8,5,2,2,5,5,5,2,5,4,5
"227","R_3J89Cccwahtwb7E",1,34,"20men3",2,7,7,2,2,2,5,5,5,2,5,6,16
"228","R_3J89Cccwahtwb7E",1,34,"20men4",2,7,7,2,2,2,5,5,5,2,5,2,5
"229","R_3J89Cccwahtwb7E",1,34,"50men1",4,7,7,5,5,1,6,5,5,2,5,11,10
"230","R_3J89Cccwahtwb7E",1,34,"50men2",4,8,8,2,2,2,5,5,5,2,5,4,18
"231","R_3J89Cccwahtwb7E",1,34,"50men3",4,8,8,2,2,2,5,5,5,2,5,9,13
"232","R_3J89Cccwahtwb7E",1,34,"50men4",4,7,7,2,2,2,5,5,5,2,5,5,12
"233","R_3J89Cccwahtwb7E",1,34,"80men1",6,7,7,3,2,5,5,5,5,2,5,8,13
"234","R_3J89Cccwahtwb7E",1,34,"80men2",6,8,8,3,2,2,5,5,5,2,5,10,14
"235","R_3J89Cccwahtwb7E",1,34,"80men3",6,7,7,3,3,3,5,5,5,2,5,9,18
"236","R_3J89Cccwahtwb7E",1,34,"80men4",6,7,7,3,3,3,5,5,5,2,5,9,10
"237","R_3J89Cccwahtwb7E",1,34,"100men1",8,9,8,2,2,2,5,5,5,2,5,11,8
"238","R_3J89Cccwahtwb7E",1,34,"100men2",8,8,8,2,2,2,5,5,5,2,5,11,15
"239","R_3J89Cccwahtwb7E",1,34,"100men3",8,9,9,2,2,2,5,5,5,2,5,11,8
"240","R_3J89Cccwahtwb7E",1,34,"100men4",8,7,7,4,2,2,5,5,5,2,5,11,17
"241","R_2EtOMDX5nNpSI2Q",1,62,"0men1",0,3,3,6,2,2,6,6,6,2,6,1,3
"242","R_2EtOMDX5nNpSI2Q",1,62,"0men2",0,4,3,6,2,2,6,6,6,2,6,1,2
"243","R_2EtOMDX5nNpSI2Q",1,62,"0men3",0,4,3,6,3,2,6,6,6,2,6,1,4
"244","R_2EtOMDX5nNpSI2Q",1,62,"0men4",0,3,3,6,3,2,6,6,6,2,6,1,4
"245","R_2EtOMDX5nNpSI2Q",1,62,"20men1",2,3,3,5,2,2,5,5,5,2,5,3,7
"246","R_2EtOMDX5nNpSI2Q",1,62,"20men2",2,4,3,6,2,2,6,5,5,2,5,4,6
"247","R_2EtOMDX5nNpSI2Q",1,62,"20men3",2,4,4,5,3,3,5,5,5,3,5,2,8
"248","R_2EtOMDX5nNpSI2Q",1,62,"20men4",2,3,3,6,2,2,6,6,6,2,6,4,4
"249","R_2EtOMDX5nNpSI2Q",1,62,"50men1",4,4,3,5,2,2,5,5,5,2,5,7,8
"250","R_2EtOMDX5nNpSI2Q",1,62,"50men2",4,4,3,5,2,2,5,5,5,2,5,4,7
"251","R_2EtOMDX5nNpSI2Q",1,62,"50men3",4,4,3,5,2,2,5,5,5,2,5,7,7
"252","R_2EtOMDX5nNpSI2Q",1,62,"50men4",4,5,3,5,3,3,5,5,5,3,5,6,5
"253","R_2EtOMDX5nNpSI2Q",1,62,"80men1",6,5,4,5,3,3,5,5,5,3,5,9,10
"254","R_2EtOMDX5nNpSI2Q",1,62,"80men2",6,5,4,5,3,3,4,5,5,3,5,9,11
"255","R_2EtOMDX5nNpSI2Q",1,62,"80men3",6,6,5,5,2,2,5,5,5,2,5,9,11
"256","R_2EtOMDX5nNpSI2Q",1,62,"80men4",6,4,4,5,2,2,5,5,5,2,5,8,9
"257","R_2EtOMDX5nNpSI2Q",1,62,"100men1",8,6,5,3,3,2,3,5,5,3,5,11,13
"258","R_2EtOMDX5nNpSI2Q",1,62,"100men2",8,5,5,3,3,2,3,5,5,3,5,11,12
"259","R_2EtOMDX5nNpSI2Q",1,62,"100men3",8,6,5,4,2,2,3,5,5,3,5,11,13
"260","R_2EtOMDX5nNpSI2Q",1,62,"100men4",8,6,6,3,3,2,3,5,5,3,5,11,9
"281","R_1OuWxlnZ8eHDvhq",1,45,"0men1",0,6,5,5,3,4,4,4,4,2,4,1,3
"282","R_1OuWxlnZ8eHDvhq",1,45,"0men2",0,5,5,5,4,4,5,4,4,2,4,2,3
"283","R_1OuWxlnZ8eHDvhq",1,45,"0men3",0,6,6,5,5,4,4,4,4,2,4,1,5
"284","R_1OuWxlnZ8eHDvhq",1,45,"0men4",0,6,5,4,4,4,5,4,4,3,4,2,2
"285","R_1OuWxlnZ8eHDvhq",1,45,"20men1",2,6,5,2,4,4,3,3,3,4,3,6,4
"286","R_1OuWxlnZ8eHDvhq",1,45,"20men2",2,7,6,3,3,3,3,3,3,3,3,4,4
"287","R_1OuWxlnZ8eHDvhq",1,45,"20men3",2,6,5,4,3,3,4,4,4,3,4,4,4
"288","R_1OuWxlnZ8eHDvhq",1,45,"20men4",2,6,5,4,3,4,4,4,4,3,4,2,3
"289","R_1OuWxlnZ8eHDvhq",1,45,"50men1",4,6,4,4,3,3,4,3,3,3,4,4,3
"290","R_1OuWxlnZ8eHDvhq",1,45,"50men2",4,6,6,3,3,3,4,3,4,3,4,9,4
"291","R_1OuWxlnZ8eHDvhq",1,45,"50men3",4,5,5,5,3,4,5,4,4,2,4,4,5
"292","R_1OuWxlnZ8eHDvhq",1,45,"50men4",4,6,5,3,4,3,3,3,3,3,3,5,6
"293","R_1OuWxlnZ8eHDvhq",1,45,"80men1",6,6,5,3,4,4,3,4,3,3,4,8,5
"294","R_1OuWxlnZ8eHDvhq",1,45,"80men2",6,6,6,3,3,2,4,4,3,3,3,10,2
"295","R_1OuWxlnZ8eHDvhq",1,45,"80men3",6,6,5,4,3,3,4,3,3,3,3,9,4
"296","R_1OuWxlnZ8eHDvhq",1,45,"80men4",6,6,5,4,3,4,4,4,4,2,4,9,4
"297","R_1OuWxlnZ8eHDvhq",1,45,"100men1",8,6,5,3,5,4,2,3,4,5,4,11,4
"298","R_1OuWxlnZ8eHDvhq",1,45,"100men2",8,6,5,2,5,5,2,3,4,5,4,11,4
"299","R_1OuWxlnZ8eHDvhq",1,45,"100men3",8,6,5,2,5,5,2,3,4,2,4,11,5
"300","R_1OuWxlnZ8eHDvhq",1,45,"100men4",8,5,6,2,5,4,2,4,4,5,3,11,2
"301","R_3O8HMMX1fIUy5BC",1,25,"0men1",0,2,2,7,1,1,7,7,7,1,7,1,2
"302","R_3O8HMMX1fIUy5BC",1,25,"0men2",0,2,2,6,2,2,7,6,6,1,6,1,2
"303","R_3O8HMMX1fIUy5BC",1,25,"0men3",0,2,2,7,1,1,7,7,7,1,7,1,2
"304","R_3O8HMMX1fIUy5BC",1,25,"0men4",0,2,2,7,1,1,7,7,7,1,7,1,3
"305","R_3O8HMMX1fIUy5BC",1,25,"20men1",2,8,8,6,1,1,6,6,6,1,6,6,12
"306","R_3O8HMMX1fIUy5BC",1,25,"20men2",2,8,8,4,1,1,6,6,6,1,6,3,12
"307","R_3O8HMMX1fIUy5BC",1,25,"20men3",2,8,8,5,1,1,5,5,5,1,5,7,14
"308","R_3O8HMMX1fIUy5BC",1,25,"20men4",2,5,5,6,1,1,6,6,6,1,6,3,12
"309","R_3O8HMMX1fIUy5BC",1,25,"50men1",4,8,8,5,1,1,5,5,5,1,5,4,13
"310","R_3O8HMMX1fIUy5BC",1,25,"50men2",4,8,8,5,1,1,5,5,5,1,5,6,14
"311","R_3O8HMMX1fIUy5BC",1,25,"50men3",4,8,8,6,1,1,6,6,6,1,6,6,10
"312","R_3O8HMMX1fIUy5BC",1,25,"50men4",4,8,8,6,1,1,6,6,6,1,6,6,13
"313","R_3O8HMMX1fIUy5BC",1,25,"80men1",6,8,8,5,1,1,5,5,5,1,5,9,12
"314","R_3O8HMMX1fIUy5BC",1,25,"80men2",6,8,8,6,1,1,6,6,6,1,6,7,11
"315","R_3O8HMMX1fIUy5BC",1,25,"80men3",6,8,5,6,1,1,6,6,6,1,6,9,13
"316","R_3O8HMMX1fIUy5BC",1,25,"80men4",6,8,5,2,2,2,6,6,6,2,6,7,11
"317","R_3O8HMMX1fIUy5BC",1,25,"100men1",8,8,8,1,5,1,5,5,5,1,6,11,19
"318","R_3O8HMMX1fIUy5BC",1,25,"100men2",8,8,8,1,6,6,1,1,1,6,1,11,19
"319","R_3O8HMMX1fIUy5BC",1,25,"100men3",8,8,8,1,7,7,1,1,1,7,1,11,19
"320","R_3O8HMMX1fIUy5BC",1,25,"100men4",8,8,8,2,6,6,1,2,2,6,2,11,13
"321","R_3kvTJ635krgnxyD",2,36,"0men1",0,7,7,7,7,7,7,7,7,7,7,2,5
"322","R_3kvTJ635krgnxyD",2,36,"0men2",0,9,8,1,1,1,1,1,1,1,1,1,5
"323","R_3kvTJ635krgnxyD",2,36,"0men3",0,9,9,3,1,1,7,1,7,1,7,1,7
"324","R_3kvTJ635krgnxyD",2,36,"0men4",0,9,9,1,1,1,1,3,3,3,3,1,5
"325","R_3kvTJ635krgnxyD",2,36,"20men1",2,6,6,3,2,2,2,1,1,1,1,7,7
"326","R_3kvTJ635krgnxyD",2,36,"20men2",2,6,6,7,1,1,7,7,7,1,7,4,10
"327","R_3kvTJ635krgnxyD",2,36,"20men3",2,6,6,3,3,3,3,3,3,3,3,6,11
"328","R_3kvTJ635krgnxyD",2,36,"20men4",2,7,7,3,1,1,7,7,7,1,7,3,4
"329","R_3kvTJ635krgnxyD",2,36,"50men1",4,7,7,7,7,7,7,7,7,1,7,3,7
"330","R_3kvTJ635krgnxyD",2,36,"50men2",4,6,6,1,1,1,1,1,1,1,1,3,10
"331","R_3kvTJ635krgnxyD",2,36,"50men3",4,6,6,7,1,7,7,7,1,7,7,4,12
"332","R_3kvTJ635krgnxyD",2,36,"50men4",4,6,6,1,1,1,1,1,1,1,1,3,11
"333","R_3kvTJ635krgnxyD",2,36,"80men1",6,5,6,3,3,4,3,7,3,3,7,8,8
"334","R_3kvTJ635krgnxyD",2,36,"80men2",6,7,7,3,3,3,3,1,1,1,1,9,12
"335","R_3kvTJ635krgnxyD",2,36,"80men3",6,5,5,7,1,7,7,7,1,1,1,10,12
"336","R_3kvTJ635krgnxyD",2,36,"80men4",6,5,5,1,1,1,7,7,7,5,7,8,12
"337","R_3kvTJ635krgnxyD",2,36,"100men1",8,2,1,3,1,1,7,7,7,2,7,11,11
"338","R_3kvTJ635krgnxyD",2,36,"100men2",8,1,1,1,1,1,7,7,7,1,7,11,10
"339","R_3kvTJ635krgnxyD",2,36,"100men3",8,2,1,1,1,7,1,7,7,1,7,11,12
"340","R_3kvTJ635krgnxyD",2,36,"100men4",8,4,1,7,7,7,7,3,3,3,3,9,7
"341","R_vMMcAxrtWsdFyrD",2,35,"0men1",0,8,8,7,1,1,7,5,4,3,5,1,7
"342","R_vMMcAxrtWsdFyrD",2,35,"0men2",0,8,8,7,1,1,7,7,7,1,7,1,10
"343","R_vMMcAxrtWsdFyrD",2,35,"0men3",0,8,8,7,1,2,7,5,5,3,7,1,5
"344","R_vMMcAxrtWsdFyrD",2,35,"0men4",0,5,4,7,3,1,7,7,7,2,7,1,6
"345","R_vMMcAxrtWsdFyrD",2,35,"20men1",2,5,5,1,5,7,5,1,1,5,3,6,9
"346","R_vMMcAxrtWsdFyrD",2,35,"20men2",2,7,7,5,3,3,5,5,5,3,5,2,10
"347","R_vMMcAxrtWsdFyrD",2,35,"20men3",2,4,3,3,5,5,3,3,3,3,3,4,12
"348","R_vMMcAxrtWsdFyrD",2,35,"20men4",2,7,7,3,5,4,3,3,3,5,3,4,9
"349","R_vMMcAxrtWsdFyrD",2,35,"50men1",4,5,5,4,3,3,5,5,5,3,4,5,9
"350","R_vMMcAxrtWsdFyrD",2,35,"50men2",4,6,6,4,5,5,4,3,1,4,3,9,13
"351","R_vMMcAxrtWsdFyrD",2,35,"50men3",4,7,7,3,5,5,3,3,3,5,3,6,12
"352","R_vMMcAxrtWsdFyrD",2,35,"50men4",4,7,7,5,3,3,5,5,5,3,5,6,9
