"","ResponseID","Gender","Age","Image","Condition","Fit","Belonging","Norm_1","Norm_2","Norm_3","Norm_4","Norm_5","Norm_6","Norm_7","Norm_8","Ratio","Average_Face"
"2337","R_AhRMIonMlR1kbct",1,43,"100men1",8,6,6,2,2,2,2,6,6,2,5,11,17
"2338","R_AhRMIonMlR1kbct",1,43,"100men2",8,6,6,2,4,6,1,4,5,4,3,11,17
"2339","R_AhRMIonMlR1kbct",1,43,"100men3",8,2,3,2,6,2,3,5,5,2,4,11,17
"2340","R_AhRMIonMlR1kbct",1,43,"100men4",8,4,3,2,6,6,2,5,5,2,5,9,17
"2341","R_6LSWHggggd41Y7r",1,37,"0men1",0,3,3,1,4,5,7,7,7,4,7,1,1
"2342","R_6LSWHggggd41Y7r",1,37,"0men2",0,4,4,2,4,5,6,6,6,4,6,1,1
"2343","R_6LSWHggggd41Y7r",1,37,"0men3",0,3,3,1,4,4,7,7,7,4,7,1,2
"2344","R_6LSWHggggd41Y7r",1,37,"0men4",0,4,3,2,3,4,6,6,6,4,6,1,9
"2345","R_6LSWHggggd41Y7r",1,37,"20men1",2,6,6,2,4,5,5,5,5,4,5,3,4
"2346","R_6LSWHggggd41Y7r",1,37,"20men2",2,6,6,2,4,3,5,5,6,4,6,3,3
"2347","R_6LSWHggggd41Y7r",1,37,"20men3",2,5,5,2,3,4,6,6,6,4,6,3,4
"2348","R_6LSWHggggd41Y7r",1,37,"20men4",2,6,6,2,3,3,5,5,5,4,6,3,2
"2349","R_6LSWHggggd41Y7r",1,37,"50men1",4,5,5,3,4,3,5,5,5,4,5,5,13
"2350","R_6LSWHggggd41Y7r",1,37,"50men2",4,6,6,1,4,5,4,4,5,4,5,5,13
"2351","R_6LSWHggggd41Y7r",1,37,"50men3",4,7,7,2,4,4,4,4,4,4,4,9,12
"2352","R_6LSWHggggd41Y7r",1,37,"50men4",4,6,6,2,3,3,4,4,4,4,4,5,14
"2353","R_6LSWHggggd41Y7r",1,37,"80men1",6,5,5,4,4,5,4,5,4,4,4,6,12
"2354","R_6LSWHggggd41Y7r",1,37,"80men2",6,7,7,1,4,3,4,4,4,3,4,11,9
"2355","R_6LSWHggggd41Y7r",1,37,"80men3",6,7,7,2,3,3,3,5,5,4,5,10,1
"2356","R_6LSWHggggd41Y7r",1,37,"80men4",6,6,6,2,4,5,4,4,4,4,4,10,8
"2357","R_6LSWHggggd41Y7r",1,37,"100men1",8,7,6,2,5,5,2,2,2,2,3,11,13
"2358","R_6LSWHggggd41Y7r",1,37,"100men2",8,6,7,1,4,4,3,3,3,3,3,11,21
"2359","R_6LSWHggggd41Y7r",1,37,"100men3",8,7,7,1,4,3,4,3,5,4,3,11,21
"2360","R_6LSWHggggd41Y7r",1,37,"100men4",8,6,6,1,4,4,4,4,4,4,4,11,21
"2361","R_1DGdQ0qxNox48C1",2,29,"0men1",0,9,9,7,3,1,7,7,7,7,7,1,8
"2362","R_1DGdQ0qxNox48C1",2,29,"0men2",0,9,9,7,1,1,7,7,7,7,7,1,6
"2363","R_1DGdQ0qxNox48C1",2,29,"0men3",0,9,9,7,3,1,7,7,7,7,7,1,8
"2364","R_1DGdQ0qxNox48C1",2,29,"0men4",0,9,9,7,3,1,7,7,7,7,7,1,6
"2365","R_1DGdQ0qxNox48C1",2,29,"20men1",2,9,9,7,3,1,7,7,7,7,7,5,9
"2366","R_1DGdQ0qxNox48C1",2,29,"20men2",2,9,9,7,3,1,7,7,7,7,7,3,8
"2367","R_1DGdQ0qxNox48C1",2,29,"20men3",2,9,9,7,3,1,7,7,7,7,7,2,7
"2368","R_1DGdQ0qxNox48C1",2,29,"20men4",2,9,9,7,3,1,7,7,7,7,7,3,6
"2369","R_1DGdQ0qxNox48C1",2,29,"50men1",4,9,9,7,3,1,7,7,7,7,7,3,7
"2370","R_1DGdQ0qxNox48C1",2,29,"50men2",4,9,9,7,3,1,7,7,7,7,7,2,5
"2371","R_1DGdQ0qxNox48C1",2,29,"50men3",4,9,9,7,3,1,7,7,7,7,7,4,7
"2372","R_1DGdQ0qxNox48C1",2,29,"50men4",4,9,9,7,3,1,7,7,7,7,7,5,6
"2373","R_1DGdQ0qxNox48C1",2,29,"80men1",6,9,9,7,3,1,7,7,7,7,7,1,5
"2374","R_1DGdQ0qxNox48C1",2,29,"80men2",6,9,9,7,3,1,7,7,7,7,7,4,7
"2375","R_1DGdQ0qxNox48C1",2,29,"80men3",6,9,9,7,4,1,7,7,7,7,7,11,4
"2376","R_1DGdQ0qxNox48C1",2,29,"80men4",6,9,9,7,3,1,7,7,7,7,7,5,8
"2377","R_1DGdQ0qxNox48C1",2,29,"100men1",8,9,9,7,7,1,7,7,7,7,7,11,6
"2378","R_1DGdQ0qxNox48C1",2,29,"100men2",8,1,1,7,3,1,7,7,7,7,7,11,5
"2379","R_1DGdQ0qxNox48C1",2,29,"100men3",8,1,1,3,6,6,7,7,7,7,7,11,9
"2380","R_1DGdQ0qxNox48C1",2,29,"100men4",8,9,9,7,3,1,5,7,7,7,7,11,7
"2401","R_3qIDddDvjMnOCBl",1,38,"0men1",0,2,2,6,4,4,6,6,6,1,6,1,4
"2402","R_3qIDddDvjMnOCBl",1,38,"0men2",0,1,2,7,4,5,7,6,6,1,6,1,3
"2403","R_3qIDddDvjMnOCBl",1,38,"0men3",0,2,2,6,2,3,7,5,6,1,5,1,3
"2404","R_3qIDddDvjMnOCBl",1,38,"0men4",0,2,2,5,2,2,5,5,5,1,5,1,2
"2405","R_3qIDddDvjMnOCBl",1,38,"20men1",2,4,5,4,2,2,5,5,5,1,5,3,6
"2406","R_3qIDddDvjMnOCBl",1,38,"20men2",2,4,4,4,2,2,4,4,4,2,4,3,3
"2407","R_3qIDddDvjMnOCBl",1,38,"20men3",2,5,6,6,3,4,5,5,5,1,5,3,4
"2408","R_3qIDddDvjMnOCBl",1,38,"20men4",2,4,5,5,2,2,5,5,5,1,5,3,4
"2409","R_3qIDddDvjMnOCBl",1,38,"50men1",4,3,4,4,2,2,5,4,4,2,4,4,4
"2410","R_3qIDddDvjMnOCBl",1,38,"50men2",4,5,4,4,2,2,4,5,4,2,4,3,8
"2411","R_3qIDddDvjMnOCBl",1,38,"50men3",4,5,6,4,2,2,4,4,4,2,4,5,4
"2412","R_3qIDddDvjMnOCBl",1,38,"50men4",4,6,6,4,2,2,5,4,4,2,4,4,4
"2413","R_3qIDddDvjMnOCBl",1,38,"80men1",6,6,6,4,2,2,4,4,4,2,4,8,3
"2414","R_3qIDddDvjMnOCBl",1,38,"80men2",6,5,6,3,3,3,4,4,4,4,4,9,2
"2415","R_3qIDddDvjMnOCBl",1,38,"80men3",6,6,5,4,2,4,4,4,4,2,4,10,5
"2416","R_3qIDddDvjMnOCBl",1,38,"80men4",6,4,4,4,2,2,5,5,4,1,5,7,3
"2417","R_3qIDddDvjMnOCBl",1,38,"100men1",8,6,5,4,2,2,3,4,4,2,4,11,2
"2418","R_3qIDddDvjMnOCBl",1,38,"100men2",8,6,5,3,4,4,1,3,4,4,3,11,4
"2419","R_3qIDddDvjMnOCBl",1,38,"100men3",8,4,3,3,3,2,3,4,4,3,4,11,2
"2420","R_3qIDddDvjMnOCBl",1,38,"100men4",8,3,4,3,2,2,4,4,4,2,5,10,5
"2421","R_eV6MT9Z92vTzJJL",1,33,"0men1",0,5,5,6,2,2,6,6,6,2,6,1,6
"2422","R_eV6MT9Z92vTzJJL",1,33,"0men2",0,1,1,7,1,1,7,7,7,2,7,1,5
"2423","R_eV6MT9Z92vTzJJL",1,33,"0men3",0,3,2,4,3,5,4,4,3,4,5,1,8
"2424","R_eV6MT9Z92vTzJJL",1,33,"0men4",0,3,4,7,2,2,7,2,3,2,5,3,3
"2425","R_eV6MT9Z92vTzJJL",1,33,"20men1",2,6,6,6,2,2,7,5,6,3,6,3,5
"2426","R_eV6MT9Z92vTzJJL",1,33,"20men2",2,1,1,5,2,2,6,5,5,2,5,4,5
"2427","R_eV6MT9Z92vTzJJL",1,33,"20men3",2,4,3,6,2,2,6,6,6,3,6,3,6
"2428","R_eV6MT9Z92vTzJJL",1,33,"20men4",2,4,3,7,3,2,5,6,6,4,7,5,3
"2429","R_eV6MT9Z92vTzJJL",1,33,"50men1",4,5,5,5,2,2,5,6,6,3,6,5,8
"2430","R_eV6MT9Z92vTzJJL",1,33,"50men2",4,5,5,5,3,3,5,6,6,3,6,5,6
"2431","R_eV6MT9Z92vTzJJL",1,33,"50men3",4,4,5,5,3,2,6,4,4,1,7,8,4
"2432","R_eV6MT9Z92vTzJJL",1,33,"50men4",4,5,5,5,2,2,6,6,6,2,6,5,7
"2433","R_eV6MT9Z92vTzJJL",1,33,"80men1",6,4,4,6,3,2,6,6,7,2,5,6,10
"2434","R_eV6MT9Z92vTzJJL",1,33,"80men2",6,7,6,4,4,2,6,5,5,1,7,6,8
"2435","R_eV6MT9Z92vTzJJL",1,33,"80men3",6,5,5,7,1,1,7,1,2,2,3,11,8
"2436","R_eV6MT9Z92vTzJJL",1,33,"80men4",6,2,2,6,2,1,6,6,6,2,6,9,9
"2437","R_eV6MT9Z92vTzJJL",1,33,"100men1",8,5,5,3,2,3,2,4,5,5,5,11,17
"2438","R_eV6MT9Z92vTzJJL",1,33,"100men2",8,7,7,6,2,2,6,6,6,3,7,11,7
"2439","R_eV6MT9Z92vTzJJL",1,33,"100men3",8,5,5,4,2,6,7,4,4,4,4,11,11
"2440","R_eV6MT9Z92vTzJJL",1,33,"100men4",8,8,6,5,2,2,5,6,5,4,4,8,7
"2441","R_3RxP98knSVrhIJJ",1,40,"0men1",0,3,2,7,2,2,7,6,6,1,5,2,10
"2442","R_3RxP98knSVrhIJJ",1,40,"0men2",0,3,4,7,3,3,7,5,6,2,5,1,5
"2443","R_3RxP98knSVrhIJJ",1,40,"0men3",0,3,4,7,3,2,7,6,7,3,5,2,7
"2444","R_3RxP98knSVrhIJJ",1,40,"0men4",0,3,5,6,4,3,6,5,6,2,6,2,8
"2445","R_3RxP98knSVrhIJJ",1,40,"20men1",2,4,4,6,4,3,6,4,5,2,5,5,8
"2446","R_3RxP98knSVrhIJJ",1,40,"20men2",2,6,4,3,3,4,4,3,4,4,4,3,10
"2447","R_3RxP98knSVrhIJJ",1,40,"20men3",2,4,4,7,3,3,6,6,6,3,5,4,10
"2448","R_3RxP98knSVrhIJJ",1,40,"20men4",2,4,4,6,3,3,7,6,6,3,5,4,7
"2449","R_3RxP98knSVrhIJJ",1,40,"50men1",4,5,6,3,4,4,5,4,5,3,4,7,11
"2450","R_3RxP98knSVrhIJJ",1,40,"50men2",4,5,6,5,5,4,3,4,5,5,3,2,14
"2451","R_3RxP98knSVrhIJJ",1,40,"50men3",4,4,3,7,3,3,6,6,7,3,5,4,12
"2452","R_3RxP98knSVrhIJJ",1,40,"50men4",4,6,4,6,3,3,5,5,5,3,4,5,11
"2453","R_3RxP98knSVrhIJJ",1,40,"80men1",6,5,6,4,3,3,4,4,4,3,5,4,17
"2454","R_3RxP98knSVrhIJJ",1,40,"80men2",6,5,6,5,4,5,6,5,4,3,5,4,12
"2455","R_3RxP98knSVrhIJJ",1,40,"80men3",6,6,5,1,3,4,3,3,3,6,4,6,13
"2456","R_3RxP98knSVrhIJJ",1,40,"80men4",6,5,5,4,4,3,4,5,5,3,4,3,14
"2457","R_3RxP98knSVrhIJJ",1,40,"100men1",8,7,7,1,4,6,2,3,3,5,3,3,14
"2458","R_3RxP98knSVrhIJJ",1,40,"100men2",8,5,6,5,5,4,6,5,3,3,5,9,18
"2459","R_3RxP98knSVrhIJJ",1,40,"100men3",8,6,6,2,3,4,2,3,4,4,3,9,15
"2460","R_3RxP98knSVrhIJJ",1,40,"100men4",8,7,6,2,4,4,3,3,3,5,2,6,16
"2461","R_3CZAzdUXrC9eopw",2,36,"0men1",0,7,8,3,3,5,7,5,6,3,7,1,2
"2462","R_3CZAzdUXrC9eopw",2,36,"0men2",0,9,9,5,5,4,6,5,6,4,5,1,4
"2463","R_3CZAzdUXrC9eopw",2,36,"0men3",0,8,8,5,3,3,7,5,5,6,5,1,4
"2464","R_3CZAzdUXrC9eopw",2,36,"0men4",0,9,9,3,3,5,7,5,5,4,5,1,3
"2465","R_3CZAzdUXrC9eopw",2,36,"20men1",2,9,9,3,3,5,7,5,5,4,5,4,9
"2466","R_3CZAzdUXrC9eopw",2,36,"20men2",2,8,9,3,3,5,6,5,5,4,5,4,10
"2467","R_3CZAzdUXrC9eopw",2,36,"20men3",2,5,5,5,3,5,6,5,6,5,5,3,3
"2468","R_3CZAzdUXrC9eopw",2,36,"20men4",2,8,9,5,6,5,5,4,5,5,5,6,6
"2469","R_3CZAzdUXrC9eopw",2,36,"50men1",4,6,7,5,3,3,6,5,5,5,5,4,12
